speech_date,text,speaker_party,speaker_riding,speaker_name,speaker_gender
2018-01-29,"Madam Speaker, maybe this is a little unusual, but I would also like to thank my colleague for her contribution to this. I am not able to get into details, but no doubt this is the beginning of a lot of serious work. Each and every one of us is taking harassment and sexual violence in the workplace very seriously. Of course, it is going to take beyond the members of Parliament in the room, and I look forward to ongoing consultation with Canadians to ensure the success of Bill C-65.",Liberal,West Vancouver—Sunshine Coast—Sea to Sky Country,Pam Goldsmith-Jones,Woman
2018-01-29,"Madam Speaker, I thank my hon. colleague for his work and for offering that suggestion. This is what will happen next, I would say. 
We are taking the lid off something that has gone on for so long, that has gone unreported and has created such suffering, and intergenerational suffering. The good work that is being done around the world will only help make Canada a stronger, more resilient, and safer society.",Liberal,West Vancouver—Sunshine Coast—Sea to Sky Country,Pam Goldsmith-Jones,Woman
2018-01-29,"Madam Speaker, I wonder if my colleague could add some further thoughts in regard to the important role the national government can play, along with the fact that what we have witnessed all day here is a sense of non-partisanship. Members from all sides of the House are looking forward to the bill ultimately going to committee. There is no political party here trying to strike one for a victory. Rather, it seems to be about the fact that this type of legislation is needed, so let us approve it and get it to committee.
Can the hon. member give her thoughts on how encouraging it is to see that support for a very important issue for all Canadians?",Liberal,Winnipeg North,Kevin Lamoureux,Man
2018-01-29,"Madam Speaker, I think it speaks to the fact that this is commonly understood by parliamentarians to be a serious challenge in Canadian society. It goes to show that while we are always trying to improve our institutions and to be more open, transparent, and inclusive, certain things cut straight to the heart of the matter. We are all very privileged and honoured to be discussing Bill C-65 and what we can do with regard to workplace harassment and sexual violence.",Liberal,West Vancouver—Sunshine Coast—Sea to Sky Country,Pam Goldsmith-Jones,Woman
2018-01-29,"Madam Speaker, I have a two-part question. The first part is with respect to the existing processes for learning more about sexual harassment in the workplace. My staff and I have done a webinar that relates to this topic. It is training that is available to all members and their staff in the House of Commons. Have the member and his staff had an opportunity to do this, or will they?
 Second, the member raised the topic of the executive, legislative, and judicial roles of this legislation potentially being harmonized within the minister and whether that is appropriate. Does the member feel that there is a particular officer of Parliament in whom this adjudicative role should reside? Does he have an opinion on it?",Liberal,St. John's East,Nick Whalen,Man
2018-01-29,"Madam Speaker, if we are looking at the incidences of sexual harassment and we take it here to the House of Commons as an example in attracting more women to politics and encouraging more women to stay in politics, how important is it that women, men, and people of minorities across the country hear that all people in the House are working together to find a solution regarding the issue of sexual harassment in the workplace?",Liberal,New Brunswick Southwest,Karen Ludwig,Woman
2018-01-29,"Madam Speaker, maybe we could see the will of the House to call it the time of adjournment so we can go to adjournment proceedings.",Liberal,Winnipeg North,Kevin Lamoureux,Man
2018-03-01,"Madam Speaker, as parliamentary secretary, I am very pleased to stand today and join in this debate. 
I want to recognize my colleague from Hamilton West—Ancaster—Dundas for, even in her question, providing that clarification had been circulated. The NDP has identified that as well. The clarifications were provided quite some time ago to all members of Parliament and community groups.
My friend and colleague from Elgin—Middlesex—London, a member whom I like a great deal, referred to the attestation as “BS”. If the “BS” stands for a “brave stand”, then I agree with her. This is all about a government that is standing up for the rights of Canadians, rights that were fought for by women, immigrants, and the LGBTQ2 community. These rights have long been fought for, and there is an expectation of the government of the day to stand by those citizens and defend those rights, which is exactly what we are doing through this initiative. Therefore, I am very happy to stand and speak to the motion today. 
It is not news to any Canadian that prosperity depends more and more on a solid start for the next generation of workers. It also depends on the work experience they can gain to succeed in their careers to continue to boost our national economy and help our middle class prosper.
 A summer job is an important opportunity for young people to get that kind of valuable work experience for which employers are looking. We hear time and time again that, “Yes, we'd like to give you the opportunity, but you have no experience”. Well, it is tough to get that experience if young people are not presented with that opportunity. This type of job also enables students to earn some money to help offset the cost of the school year ahead. 
This is why our government is taking action right away. As a result of our government's increased investments in 2017, the number of jobs offered to young Canadians through the Canada summer jobs program nearly doubled compared to 2015 with the outgoing Conservative government. 
The Canada summer jobs program is about creating quality work experience for young Canadians right across the country. When we learned that funding through the Canada summer jobs program had been used to undermine the rights of some Canadians, we took the necessary steps to ensure those rights were respected. 
In the past, funding was used to support organizations like the Canadian Centre for Bio-Ethical Reform, which put kids to work distributing graphic images of aborted fetuses, and other organizations that did not welcome youth from the LGBTQ2 community in their summer camps. We know the Conservative Party has a different opinion on some of these issues. 
On April 26, 2017, weeks before the Conservative leadership vote, Jonathon Van Maren, the communications director for the Canadian Centre for Bio-Ethical Reform, wrote in a blog post endorsing the current leader of the opposition as one of the top three choices in the leadership race. He reached out to the leader and gave him a statement in which he affirmed that the leader of the opposition had always voted in favour of anti-choice legislation. 
The leader of the opposition is against our $650 million investment in maternal health so women around the world can have safe access to the abortion health services they require. The leader of the opposition affirmed that he voted against transgender rights in Bill C-16. He believes that Jordan Peterson is correct on his views of gender pronouns. We know the leader is against LGBTQ2 rights. He is against women's right to choose and against transgender rights, as his own words have confirmed.
The Government of Canada is committed to respecting the fundamental rights of all Canadians, including the LGBTQ2 and women's rights. We also support the freedom of conscience and religion guaranteed under the Canadian Charter of Rights and Freedoms. There is nothing controversial about that. 
 We have taken concrete steps to prevent federal funding from going to create jobs that do not respect the rights of all Canadians. 
As a result, the Canadian summer jobs 2018 application form asks organizations to confirm that both their core mandate and the jobs in question respect individual human rights and labour laws and do not support discriminatory practices. It is a question of justice and equality for everyone, not a question of beliefs. It is another example of the traditional Canadian approach of diversity and inclusion. 
The opposition keeps talking about critics, but let me take a different view.
 We want to talk about the many supporters of the attestation. Major Canadian organizations are supporting our approach. In fact, our government received an open letter from the National Association of Women and the Law saying how supportive it was of this year's eligibility requirements for CSJ applicants. A number of my colleagues in the House today know that the women in law group testified yesterday at committee on Bill C-65. They know that it is a highly regarded organization nationally, if not universally.
 The association wrote, in black and white:
 Significant misinformation has been widely circulated in the media about the nature of the attestation that is now required by organizations that wish to apply for federal government grants for student jobs through the CSJ program. We are confident that the safeguards introduced to the CSJ program are not discriminatory, and do not represent any infringement on freedom of religion, conscience, or any other rights that people in Canada enjoy. 
This comes from an organization that promotes the equality rights of women in our country. This organization has played a major role in major milestones toward women's equality in Canada, such as the inclusions of sections 15 and 28 in the Canadian Charter of Rights and Freedoms; amendments to sexual assault laws, positive changes to family law and to the divorce act; rape shield legislation; and criminal harassment legislation. 
There is more.
An open letter of support was signed by 80 major organizations from across Canada. Let me name a few. There is Oxfam Canada, YMCA Canada, The Canadian Centre for Gender and Sexual Diversity, Women's Human Rights Education Institute, Abortion Support Services Atlantic, Alberta Pro-Choice Coalition, the Network of Black Business &amp; Professional Women, Canadian Research Institute for the Advancement of Women, Canadian Health Coalition. The list of supporting organizations goes on and on. Strong voices across the country are raising in support of this year's eligibility requirements for CSJ applicants. Who is in a better position than these organizations to speak out on the issue that concerns us today?
 This display of support is just one example. There are many more supporters of the attestation that is required by CSJ applicants. 
However, people may ask what the Canada summer jobs program consists of. It is a federal program that aims to provide salary subsidies to employers so they can create jobs for high school and post-secondary students. It provides financial aid to the not-for-profit organizations, public sector employers, and small businesses with up to 50 employees. This funding enables the creation of summer job opportunities for youth between the ages of 15 and 30, who are studying full time and are planning to go back to school for the following year. As was the case in years past, religious and faith-based organizations are eligible for funding through the program and are invited to apply. 
To better meet the changing needs of the new increasingly globalized economy, our youth employment strategy helps young Canadians receive valuable work experience and skills development in support of their future career. It includes three program streams.
 First, the skills stream helps youth facing barriers to employment develop the skills they need to find a job or go back to school. The focus is on single parents and newcomers, as well as youth with disabilities, indigenous youth, and youth in rural and remote areas.
The second stream, career focus, helps post-secondary graduates find a job through paid internships. It provides these youth with the information and experience they need to make an informed decision about their career, find a job, or pursue graduate studies. 
Finally, the summer work experience stream offers subsidies to employers for them to create summer jobs for high school and post-secondary students and includes the Canada summer jobs program. Each year we invest over $330 million in this strategy and we have committed to investing an additional $340 million over three years to create up to 35,000 additional summer jobs for youth.
In fact, I would be remiss if I did not mention that in budget 2018, our government proposes to provide an additional $450 million over five years, starting in 2018-19, for the youth employment strategy. This funding will support the continued growth of the number of job placements funded under Canada summer jobs in 2019-20. It will also provide additional resources for a modernized youth employment strategy in the following years, building on the input of the expert panel on youth employment. As well, a renewed youth employment strategy will be announced over the course of the next year.
All this to say, we are doing this for Canadian youth.
 Let us go back to the issue today.
 Under Canada summer jobs, employers are invited to submit an application that meets the program's national priorities, which were established to better meet the current and future needs of the labour market and improve the situation of youth in the labour market. This means that we prioritize jobs created by employers that intend to hire youth from under-represented groups, including new immigrants or refugees, indigenous people, people with disabilities, and visible minorities.
The program will also favour small job creating businesses, organizations that support employment opportunities for official language minority communities, and organizations that offer services or support to the LGBTQ2 community.
 Canada summer jobs will also place a particular focus on organizations that support job opportunities in science, technology, engineering, and mathematic sectors, as well as the information and communications technology sectors, particular for women.
For this reason, the CSJ program will not provide funding to organizations whose main activities include partisan political activities or seek to remove or undermine established individual rights for Canadians. To clarify, our government has taken the principled stand that we will not fund groups that distribute graphic pictures of bloody fetuses to school-age children. Any organization whose activities aim to limit women's existing reproductive rights will not be eligible for this funding. The same goes for a summer camp that would submit an application to hire students as camp councillors at a camp that would not welcome youth from the LGBTQ2 community. 
On the other hand, many other faith-based organizations would be eligible for the program. Say, for example, a faith-based organization with anti-abortion beliefs applies for funding to hire students to serve meals to the homeless. The organization provides numerous programs in support of its community. The students would be responsible for meal planning, buying groceries, serving meals, etc. This organization would be eligible to apply.
 Say another faith-based organization that embraces the traditional definition of marriage but whose primary activities reduce social isolation among seniors applies for funding to hire students. The students would be responsible for developing and delivering programs for all seniors, regardless of sexual orientation, gender identity, or expression. This organization would be eligible to apply.
Another example would be an organization with anti-abortion beliefs that runs a summer camp for underprivileged youth. It would be eligible to submit an application. This would enable it to offer students summer jobs as camp counsellors. 
Applicants have to confirm that they meet the new requirement through an attestation included in the application form. They are not required to share their points of view, their beliefs, or their values, because these are not taken into consideration in the program application process. That an organization is affiliated with a religion does not make it ineligible. Service Canada evaluates the applications based on the eligibility and assessment criteria, including national and local priorities. All the eligible applications in a constituency are ranked accordingly.
Each year, members of Parliament are invited to take part in certain activities related to the Canada summer jobs program. This means that elected officials can help promote the program, establish local priorities, confirm the list of projects, inform the selected employers, and take part in announcements related to those programs. Members of Parliament are invited to take part in these aspects of the CSJ program, but their participation is, of course, voluntary.
In cases where members of Parliament do not take part in the process, Service Canada establishes the list of projects for their constituencies. Summer job priorities will not be the same in Nunavut as they are in Toronto or Calgary or Vancouver or Cape Breton—Canso. They will not be the same in Prince Edward Island as they are in Saskatchewan.
 The Canada summer jobs program is not a government program just like any other. It meets the needs of a young, dynamic workforce while at the same time meeting the current needs of each region across this country during the summer period. Above all, it meets young people's need to get rewarding summer work that will help them gain much-needed experience to start their professional lives.
Our government is committed to ensuring that government funding respects Canadians' hard-won rights, particularly those of women and the LGBTQ2 community. We have taken the principled stand that we will not fund groups that distribute graphic pictures of bloody fetuses to school-age children or any groups whose jobs will limit the protections Canadians depend on. 
We know that religious- and faith-based organizations, which are primarily focused on compassion and helping those in our society who are most in need, offer valuable services to our communities. The changes we have made to the CSJ program will ensure that youth who get jobs funded by the government will be working in an environment that respects the rights of all Canadians.",Liberal,Cape Breton—Canso,Rodger Cuzner,Man
2018-03-29,"Mr. Speaker, the member well knows that all members in the House believe that harassment of any type is unacceptable in the workplace or anywhere. We put forward Bill C-65, which is legislation that would cover the Parliament Hill precinct and all federally regulated workplaces. The legislation is currently in committee and we are accepting some amendments from all parties. It is going to be a strong piece of legislation. 
We committed to this in the past election and we are going—",Liberal,Cape Breton—Canso,Rodger Cuzner,Man
2018-05-11,"Mr. Speaker, I would like to thank my colleague from Nepean for reminding us that this week is Mental Health Week. 
Our government is focused on ensuring federally regulated workers have healthy and safe workplaces. We introduced Bill C-65, a historic piece of legislation, to put an end to harassment and sexual violence in the federal sector and here on Parliament Hill. We have also introduced the right to request flexible work arrangements and new leave provisions for workers so they can better balance work with family responsibilities. 
This week and every day, we will support those struggling with mental health issues.",Liberal,Cape Breton—Canso,Rodger Cuzner,Man
2018-05-23,"Mr. Speaker, it is a pleasure to be here today to discuss this very important issue. I can perhaps shorten the length of the wait.
 I too was happy to join the Minister of Public Services and Procurement in meeting with the national president of CUPW and several of his colleagues to discuss this very issue. They presented us with a number of specific allegations and, of course, also made a number of general observations with respect to harassment and bullying in the workplace. 
This is something that we take very seriously. In announcing our new vision for Canada Post, where we kept our promises around home delivery, where we kept our promise to renew the board of Canada Post, and kept our promise to change the leadership at Canada Post, we also made sure that we put the accent on improving the labour-management climate at Canada Post. We frankly agree that a healthy workplace is the sign of a healthy corporation, and that all sides, labour, management, and others, have an obligation to work together to create a harmonious work environment, free of bullying, free of harassment, for everyone.
Canada Post is committed to providing a safe and healthy workplace, free from harassment, conflict, and violence. We must adopt a systematic approach to addressing reported cases of harassment. Canada Post is committed to addressing these cases quickly, professionally, and discretely.
Canada Post has implemented and is actively promoting workplace policies that reinforce this commitment. Employees have been provided with access to a toll-free hotline, managed by a third party, and are encouraged to call to report any kind of workplace incident. 
 As the Prime Minister said in Winnipeg, harassment, threats, and bullying are never ok, in any workplace in this country. He takes harassment at a Crown corporation, within the responsibility of the federal government, extremely seriously, as we all do. We are at a critical time in our society, during which sexual harassment is finally a top priority.
That is why our government introduced Bill C-65. This bill, which is currently being considered in the other place, will create a more robust regime that better addresses harassment and violence in all federally regulated workplaces, including, of course, Canada Post. This legislation is part of a comprehensive strategy focused on three main goals: to prevent incidents of harassment and violence from occurring; to respond effectively to these incidents when they do occur; and to support victims, survivors, and employers in the process.
We are very proud of the progress we have made at Canada Post and working with our partners in the labour unions. We want to ensure that Canada Post continues to have a bright future. That is why we have renewed the board of directors. That is why we are renewing and will continue to renew the management of Canada Post. As well, that is why we are proud to stand here to say that we are with the employees in their desire to have a harmonious and productive workplace at Canada Post and, indeed, everywhere.",Liberal,Gatineau,Steven MacKinnon,Man
2018-05-23,"Mr. Speaker, I thank the member for her intervention on this issue and, indeed, on the future of Canada Post. 
We too are committed to a bright future at Canada Post. We too are committed to workplaces free of harassment and bullying. We too are taking measures, including the passage of Bill C-65, hopefully very soon, and other active measures that will govern workplaces to make sure that we have a climate of respect, collaboration, and harmony in Canada Post and beyond.",Liberal,Gatineau,Steven MacKinnon,Man
2018-05-29,"Mr. Speaker, I have been listening with interest to the discussion and debate in the House on this particular motion, Motion No. 22, and I am rising to support the motion.
I have been in this place for a very long time and I have watched political gamesmanship come and go. I have watched, when we were in opposition, all these little games being played occasionally. However, I think what we are talking about right now is that there are still some important government bills that need to be finished. Let us just pick one.
Let us look at Bill C-74, the Budget Implementation Act, 2018, No. 1. I understand and I heard very clearly the debate from the hon. member that this is not going to be fair, that the government had a long time, and that it could have done a lot of things. This may or may not be true; that is not the issue. The point is that there are some things in our budget implementation bill that must come to pass in a certain period of time.
 Let us look, for instance, at the Canada child benefit, which is being indexed starting in July this summer, and what will happen if we do not finish the debate on it or if we do not get it passed. If we do not get that done, middle-class families will not get the benefit of the indexation.
There is the workers benefit plan. If we do not get this debate done, workers will not be able to take advantage of that extra $500 that they may get, especially if they are making $15,000 a year. That could help them out over the rest of the time.
One could argue about how many angels dance on the head of a pin, who said what, when they said it, and what this is all going to mean if it is or is not fair. At the end of the day, who is it supposed to be fair to? It is supposed to be fair to our constituents. It is supposed to be fair to Canadians. Canadians need to get the benefit of some of the things that are happening in these bills. 
Let us look at the issue of pollution. In this House today, we are talking a lot about the environment and pollution, etc. The indexing of carbon needs to start. It needs to move forward. There are 67 nations in the world that have a carbon price, so let us get moving on this. Let us start getting money in and money out, and getting that money back into provinces so that they can start moving. Then we could get the greenhouse gas emissions down, and some other things could come about from the indexing of carbon.
Let us look at Norway. For me, this is the finest example of what a carbon tax could do. Norway started a carbon tax way back, with their former prime minister Gro Harlem Brundtland. All of the oil companies decided that they hated it, but they paid it, and that moved them forward to start doing technology and changing to clean technology in terms of oil and bringing down their greenhouse gases. I think they are the fifth-largest oil producer in the world, but they are number one in terms of environmental sustainability and they are no longer paying a tax.
 I hear sometimes from across the way, especially from the hon. members of the official opposition, that this measure is going to kill the economy. Norway has the highest per capita income in the world. All of the Norwegians are enjoying the benefits. The money is going into social programs. It is going into making sure that Norway is a better place for quality of life. When we look at some of these things, we see that we have to get moving.
 British Columbia has had a carbon tax, I think for about 10 or 12 or 15 years. Now British Columbia is the number one performing economy in Canada. British Columbia is actually creating more jobs, and we are seeing better employment in British Columbia than in anywhere else across the country. Let us get moving on some of these things.
The point is that we need to move forward with the initiatives that we need to finish before we rise. We all want to go back to our ridings and enjoy the summer, spending time with our families and our constituents. Our constituents need us to roll up our sleeves and get moving here. Let us forget whatever gamesmanship we want to play and who said what and where and when, and who is right or wrong, and let us just get this done for Canadians.
Let us just move forward and do it. I do not understand why this is so difficult to comprehend. When we look at all the people who are waiting for these bills to move forward, we see it is really time to start talking about how to do things to change it.
Let us talk about, for instance, Bill C-65, which addresses harassment and violence in the workplace. Let us get this done, get it moving, so that we can diminish the amount of harassment and violence in the workplace. We know that this is important. If we do not get this done before we rise, and we wait until we come back in the fall, what will happen is that it will continue for an extra three months. 
We passed Bill C-66, on which all of us came together. That was a shining example, in my opinion, of how well we can work when we care and when we put Canadians first. Let us look at the expunging of the records of LGBTQ2+ Canadians who were convicted of offences involving consensual sexual activity. The bill was introduced on the same day the Prime Minister delivered his apology. Everyone in this House came together. We moved forward, and those affected are going to be able to get compensation. We can do things when we want to.
Sometimes I think the politics get in the way of getting the work done. Let us all agree that we need to get this done. Working later hours means that we can get to some of these important pieces of legislation that must be passed for the benefit of Canadians. This is what I am getting to. If we have these extended sittings, one can actually discuss and debate the bills and do what we need to do with these bills. The motion would give us time for that extra debate on those bills. 
At least before we rise for the summer, we would be able to say to Canadians that we worked hard; some of us did not like it or think it was fair or the the right thing to do, but we were putting them first. I think we sometimes forget to do that in this place. We forget who we are serving and why we should be serving them in a very efficient and effective manner. Tricks and tactics are cute. Everyone gets a “gotcha” and “my strategy is better than yours”, but sometimes we have to put that aside for the benefit of the people who elected us.
 Let us think of what we need to get going on and agree on in terms of British Columbia and New Brunswick, which are facing flooding. We know that in British Columbia, there are chances of fires over this very hot summer, which may be another thing we have to deal with. Therefore, let us put in place some kind of process so we can move forward and get help to them.
On Bill C-74, the budget implementation bill, we have seen amendments come from the standing committee. Let us deal with those amendments. Let us look at this and talk about how we get going. We are talking about the Canada child benefit, which is the biggest one I can think of for the middle class. I know that families are waiting for this to give them the extra money they need to help their children. Time is of the essence when we are looking at putting money in people's pockets. Not only that, but once we index it with this bill, it is going to assist indigenous communities. Many do not know that they are eligible or that they need to apply. They need to know how to apply for this money, and it is important for them. 
As I said, the new workers benefit, the CWB, will allow Canadians to take home more money while they work, and it will encourage Canadians to enter the labour market. Some of the other pieces in the budget implementation bill will help to create a work-life balance for people in this House and women and men who are working and trying to bring up their children. They are worried that they do not have the time for anything, that they are neither fish nor fowl, they are neither workers nor parents. 
Let us move forward and be generous with our time in terms of helping Canadians. We can look at some of the work to do in this House that will not only help middle-class Canadians but also move the economy forward, get people working, and get more jobs going in the summer. I am not being condescending, but we all know that sometimes, for our constituents, a month, two months, or a year is what they need to get moving to live the quality of life they want. Let us get moving on some of these things.
We can look at the Minister of Democratic Reform. I do not necessarily agree or disagree with any of the arguments that have been made, but at the end of the day, we need time to move forward, with the election coming up. 
 I know that some members have said that we did not do it, and so now what? Who are we punishing when we do not do it and say we could have done it and should have done it, and now we are running late? At the end of the day, getting work done is not about saying “woulda, coulda, shoulda” and that we have a timeline. Let us just put aside some of the scoring of points we try to do in this place. It would really help Canadians in feeling that they can trust their politicians, that politicians sometimes care about them more than about scoring points and creating tactics and “gotcha” moments in the House.
We can look at tax reform in Bill C-74, for instance. We are talking about the fact that small and medium-sized businesses can use the corporate tax savings to help themselves get about $7,500 a year so they can expand their businesses. In so doing, they can create more jobs. It would help people come summer and moving on into the fall. They can bring new capital investments. Those are some of the things we are talking about.
We also know there are loopholes for large private corporations and that they use the loopholes to avoid paying taxes. Let us fix that. Let us get some of these things moving. It may be the unintended tax advantage they are looking for. Let us fix it. Let us move on and get some of these things done.
I will go back to carbon pricing. Right now, everyone is debating carbon pricing and what is happening with carbon, greenhouse gas emissions, and the Paris agreement. Let us get it moving. Every time we delay things here in the House, we are making Canadians lag behind. We are putting things on hold, when we know that time is of the essence. Again, I am not necessarily disagreeing with people who say that we had an opportunity to do it but we did not and that we are not giving the opposition enough time to get their pieces on the table.
Right now we have legislation on the table that has to be passed for the benefit of Canadians. I will reiterate. Let us put aside all the tactics we are employing in the House, all the gamesmanship, and come together, as we have shown we can. We did it with the LGBTQ2+ issue. Let us show that we can come together for the benefit of Canadians, because that is what we were elected to do.
There will always be enough time for gamesmanship and pointing fingers. However, the environment, the economy, and jobs are very important things. Look at the changes we are proposing in terms of making Parliament more open and transparent. We have promised to give the Canadian public a bigger say when looking at projects and when planning, and so on. We can get better input from them. Let us get that going. The summer gives Canadians an opportunity to start thinking about these things and having input.
Let us talk about parliamentary committees. I remember being in opposition when the parliamentary committee system was run by the parliamentary secretary, and we had to do what the parliamentary secretary said. They got the agenda going and nobody listened to anyone. We said we were going to change it. We came in, and we did. Parliamentary secretaries sit on committees, because they need to hear what is going on so they can go back to the minister and say what people are debating. However, they have no vote. They cannot run the show anymore. It is now far more democratic in parliamentary committees.
Having chaired a committee myself, I can say that now everyone is busy debating the issues and people are agreeing on so many things. I look to my seatmate here, who is chair of the finance committee. The finance committee is doing yeoman's work. It is changing things and making amendments that are making a difference, and it is all because Parliament is working a whole lot better.
I could go on, but I am not going to. I just want to make a plea. We have made our points in the debate in the House that the government is dragging its feet or not dragging its feet. Members have made their points. Let us now get on with the work. Let us roll up our sleeves and work the extra hours. Let Canadians see that we are committed to them, to the work we need to do, and to the reason we were elected, and let us just get things done.",Liberal,Vancouver Centre,Hedy Fry,Woman
2018-05-07,moved that the bill be concurred in.,Liberal,Waterloo,Bardish Chagger,Woman
2018-05-07,moved that the bill be read the third time and passed.,Liberal,Waterloo,Bardish Chagger,Woman
