speechdate,speechtext,speakerparty,speakerriding,speakername,speakergender
2018-05-07,"Mr. Speaker, I thank the colleague we just heard from and whose time it is my pleasure to share.
God knows that my hard-working colleague is well known in the House. He always has strong opinions about everything that goes on here in the Canadian political arena, and that is a good thing.
I am very pleased to give my full support to the bill. This is an important piece of legislation, and I am very proud to rise today and talk on behalf of my colleagues and my party to support the bill. We are talking about a very serious issue. We are talking about harassment and even violence here in our precinct, in the House of Commons and the Senate, the Parliament of Canada. If there is a place where we should respect each and every one, it is in the Parliament of Canada. We should be very good on that. We have to be very sincere. We should lead on addressing harassment and violence here in Canada. 
Our party has always supported and will continue to support this bill. That is the case for the government, the second opposition party, and the people of the other parties represented in the House of Commons, and it is done in a spirit of non-partisanship. Just because we are non-partisan does not mean that we say “yes” to everything. On the contrary, our party, and others as well, made changes and proposed amendments because it is vital that this debate be devoid of any political partisanship. I am sometimes partisan. That goes with the job and there is nothing wrong with that. However, in such matters, we must say “no” to partisanship.
Our party's main concern was the protection of victims. In cases of harassment and violence, there is the aggressor and the victim, and either one can be male or female. All too often, the aggressor receives a great deal of attention. However, we must think first and foremost of the victim and of the courage it takes to testify and help ensure that this sad reality is eradicated one day. We can all have our dreams. 
What is it about? Let us read the first change to the law, the first subclause of Bill C-65 on harassment and violence. It is rather important because every word matters in laws and especially when a law is on harassment and violence. We have to know the meaning of harassment and of violence. The text of the bill reads:
 ...means any action, conduct or comment, including of a sexual nature, that can reasonably be expected to cause offence, humiliation or other physical or psychological injury or illness to an employee, including any prescribed action, conduct or comment. 
With this very clear and very specific definition of harassment and violence, we have a better sense of what we can do when this sad reality occurs in our political world. Before getting into the details of this legislation and the amendments that our colleagues proposed under the guidance of the hon. member for Bellechasse—Les Etchemins—Lévis, who is our shadow minister for this file, I want to make a distinction.
As said earlier, it is quite important for the House of Commons to lead on addressing harassment and violence, because we can lead. Just because we are talking about it here does not mean that 500 yards from the Parliament of Canada there is no harassment and no violence. Unfortunately, this tragedy occurs in each and every part of our country. It has no language, no race, no religion, and no age. It is in each and every province. We have to address this difficult situation in every part of the country. We do not have to close our eyes to the reality because unfortunately, the stupidity of mankind has no barriers, no roots, and no language. 
It is important to note that, unfortunately, a lot of emphasis, and rightly so, is being placed on the political realm. However, just because we are focusing on our political world, it does not mean that this does not happen elsewhere, and so much the better if the Canadian Parliament leads the way in the fight against harassment and violence. 
Let us look at the amendments that our parliamentary group proposed to improve this legislation, which was excellent from the outset and will be even better with the approved amendments. First, we must avoid political interference. We have to understand that the world of politics is a unique place. Indeed, it can be conducive to this type of situation. Why? Because the politician is the boss.
Politicians hold all the power over their employees—professionally speaking, of course. They can fire people on the spot with very little warning. That is part of the political reality. Our schedule is also very unusual, to say the least. In fact, it is not an unusual schedule, but rather there is no schedule. In politics, we are working as soon as we open our eyes in the morning. It is as simple as that. There are not really any clear rules to properly frame the work, since in politics we work 24 hours a day, even more so with today's social media.
 I have been politically active for 10 years now, and I often like saying that the thrill of politics is that there are no Mondays. As many people know, going back to work on Monday can be difficult, because everyone is fed up and not very excited about their job. We, however, work seven days a week, so we have no Mondays, and that goes for all the parties. That is a plus, and I am glad to say so. Lastly, we must not forget that these are often young employees in precarious positions. All these factors combined can lead to violence and harassment problems. 
I would also like to talk about human nature, which unfortunately is not always pretty. There may be times in our political careers when we experience certain frustrations and things do not go as planned. People who are in a position of authority but are not particularly smart sometimes use that as an excuse to take it out on their staff. It is completely despicable, disgraceful, unacceptable, disgusting, and contemptuous, but it does happen. Since this is an environment where there are no protections, with unusual schedules, where people are young and in precarious situations, unfortunately, some truly reprehensible abuses can occur. However, human stupidity is not exclusively a feature of Canadian politics.
We must therefore avoid political interference and allow for reasonable time frames. It takes time for victims to find the courage, honour, and dignity to lodge a complaint and to do what is necessary. It does not happen immediately. We must understand that this is painful and stressful for these victims. This is why we believe that they should have the time to find the courage to start the process—enough time for this process to play out in a proper, positive, and smart way. This is also why we decided to extend the time limit to file a complaint. Victims cannot always do so right away; they must be given the time.
I now want to talk about mandatory training for all members of Parliament, which is extremely useful. This is a good one. Three weeks ago, I attended a training session with many of my colleagues. It was quite interesting. We were all put into situations to see how we would react. This helped us learn whether a given person would react properly to a given situation. This opened a discussion, and my colleagues shared their thoughts. Sometimes, people shared a personal experience. It caused us all to reflect.
There is no such thing as a perfect training, of course. It is not like in mathematics, when you have 1 + 1 = 2 and this never changes. It is not easy to provide training on harassment and violence, but everyone benefits from mandatory training when we all share our own experiences, and this is very good.
Given that cyberbullying exists and is evolving, whereas it did not exist 10 years ago, it is quite normal to include this sunset clause, which allows for a more in-depth analysis of the situation in five years. It is a great idea and I congratulate my colleague who thought of it. There is greater awareness of harassment over cell phones. We see it, we hear it, we observe it, and we acknowledge it. So much the better. We do not know what technology will be like in five years, but we do know that harassment and violence could still be present in our society. That is why it is important to study this again in five years. 
In closing, I am very proud to support this bill and very pleased to participate in this debate. It is quite remarkable to see each and every one of us, from every party, working together to bring forward good ideas and supporting this legislation. In five years, we will have the opportunity to give it new impetus and do our best to eradicate violence and harassment here, in Parliament, and to set an example for all of Canada.",Conservative,Louis-Saint-Laurent,Gérard Deltell,Male
2018-05-07,"Mr. Speaker, I always enjoy my colleague's comments related to different pieces of legislation. I do not necessarily agree with all of them, but in this case I do agree in many ways with what my colleague is saying. He says this is not a regionalized problem. It is in fact a national issue, and it has no borders in terms of ethnicity, faith, or any other characteristics. We believe we should be doing more in terms of providing leadership from Ottawa, and we expect other jurisdictions, private, profit, non-profit agencies, to also demonstrate leadership on issues such as this.
Five years from now, we know it will be coming back to us. This is a social issue that continues to grow as the public demand is there. How does the member see the issue continuing to develop, as the public wants us, as legislators, to do more to address this very important and sensitive issue?",Liberal,Winnipeg North,Kevin Lamoureux,Male
2018-05-07,"Mr. Speaker, it is always a pleasure to answer a question from my colleague from Winnipeg. Even though sometimes we disagree, we totally agree on this piece of legislation. We also agree that there is strong support from all of us here for the Winnipeg Jets tonight. I hope they will wrap up this thing at home. The hon. Minister of Transport supports me in this case, even if last time we had a debate here, he was worried that his hockey jersey was not the same as mine. 
In answer to my colleague, because we are public figures and persons, we are recognized by everyone, so we have to be very careful and exemplary in our process. It is because we get a lot of attention that we have to take this opportunity to send a clear message from coast to coast to everyone, whatever their age, language, race, or religion, to be serious about that. This is a tremendous opportunity that we can take together to send a clear message to all Canadians that harassment and violence will be no more.",Conservative,Louis-Saint-Laurent,Gérard Deltell,Male
2018-05-07,"Mr. Speaker, I thank my colleague for his very interesting speech. His speeches are always funny with a kernel of truth, which is something I really appreciate in the House.
We had the opportunity to examine Bill C-65 and we have talked about its positive aspects. The study was non-partisan, which allowed us to elevate the debate and I am very proud of that. There are now just a few more minutes remaining in the debate of Bill C-65 in the House.
In committee, we had the opportunity to discuss psychological harassment with the Conservatives. I would like to hear what my colleague has to say about the fact that there is no mention of psychological harassment in the bill. Does my colleague think that it would improve Bill C-65 if the government were to add something about psychological harassment?",New Democratic Party,Jonquière,Karine Trudel,Female
2018-05-07,"Mr. Speaker, it is always nice to hear from my colleague from Jonquière.
A broken arm is a broken arm, but a broken spirit or psychological wounds can be harder to bear than a broken arm or a scraped leg. Physical wounds heal. However, unfortunately, sometimes the scars from psychological wounds can last a lifetime. That is why it is important to pay even more attention to those suffering from this type of abuse, victims of such misfortune, who in the past or growing up had to deal with psychological abuse and so they were unable to grow and develop as they would have liked because of their psychological pain.
Psychological harassment is a specific type of harassment and violence. It is expressed through people's words, their approaches, their ways of being, the looks they give, their mudslinging, or the way they make a person who is doing his or her best feel inadequate. No one is perfect, but God help those who prey on people who are weaker than them.",Conservative,Louis-Saint-Laurent,Gérard Deltell,Male
2018-05-07,"Mr. Speaker, if you were to canvass the House, I believe you will find unanimous consent to see the clock at 6:30 p.m.",Liberal,Winnipeg North,Kevin Lamoureux,Male
2018-05-09,"Mr. Speaker, last week we heard over and over again disconcerting things from Conservative political leaders across the country denying the facts and ignoring the real barriers faced by women in politics. Our government understands that women in politics face sexism, harassment, and other systemic barriers, and we are working to eliminate these factors.
That is why we are working with organizations like Equal Voice and the Federation of Canadian Municipalities to find out why there are fewer female elected representatives than male. 
We also announced $18 million in funding to enhance the participation of women, including indigenous women, as leaders in their communities.
We have introduced Bill C-65 to address harassment and sexual violence. Our government knows that we simply cannot move forward when half of us are held back.",Liberal,Oakville North—Burlington,Pam Damoff,Female
2017-11-07,"moved for leave to introduce Bill C-65, An Act to amend the Canada Labour Code (harassment and violence), the Parliamentary Employment and Staff Relations Act and the Budget Implementation Act, 2017, No. 1.
 (Motions deemed adopted, bill read the first time and printed)",Liberal,Thunder Bay—Superior North,Patty Hajdu,Female
2018-10-01,"Mr. Speaker, I am pleased to be here today for second reading debate of Bill C-77, an act to amend the National Defence Act and to make related and consequential amendments to other acts.
Canada's military justice system has a long and proud history of helping to maintain a high level of discipline, efficiency and morale within the Canadian Armed Forces. My colleague, the Minister of Justice, has been asked by the Prime Minister to conduct a review of the criminal justice system.
 It is in that same spirit that our government has committed to reviewing, modernizing and improving our civilian and military justice systems. 
We are proposing a number of changes to the National Defence Act, some minor and others more significant. At the heart of these changes are our people, the women and men of the Canadian Armed Forces who make extraordinary sacrifices every day in the service of their country. 
When we formed government, we promised to put people at the core of everything we did. I am proud to say that this focus on people especially applies to our defence team. Since launching our defence policy, “Strong, Secure, Engaged” last year, we have done great work to strengthen the Canadian Armed Forces culture and improve support to our members. 
For example, we are investing in our military family resource centres by providing an additional $6 million per year to modernize military family support programs. This will provide more support to our military families when members are deploying or during long periods of absence. We are also helping to stabilize family life for Canadian Armed Forces members and their families, which frequently have to relocate. Through our seamless Canada initiative, we have started a dialogue with the provinces and territories to improve the coordination of services across provinces to ease the burden of moving. We have introduced tax-free status for all Canadian Armed Forces personnel that are deployed on named international operations.
 These are just a few examples of what we are doing to look after our women and men in uniform.
Many members are aware of Operation Honour, which aims to eliminate sexual misconduct in the Canadian Armed Forces. Through Operation Honour, we have introduced a new victim response centre, better training for Canadian Armed Forces personnel and easier reporting.
 On a related note, our government is pleased to see the results of a comprehensive review of previously unfounded sexual assault cases conducted by the Canadian Forces provost marshal. Twenty-three cases have been reopened and identified for further investigation. I want to commend the Canadian Forces national investigation service and the provost marshal for their work in ensuring victims are heard.
 The changes laid out in Bill C-77 build on Operation Honour and will further strengthen our ability to create a positive and respectful environment within our military. 
Before I outline what is included in Bill C-77, I want to explain how the legislation fits within the broader context of what our government is doing to create workplaces that are free from harassment.
 After we formed government, the Prime Minister gave me a specific mandate to work with senior leaders of the Canadian Armed Forces to establish and maintain a workplace free from harassment and discrimination. I spoke earlier about Operation Honour and how it was one tool we had to stamp out this unacceptable behaviour. However, it is not only in the military that we see these issues.
 Over the last year, we have seen many acts of tremendous bravery, with victims speaking out and standing up to their abusers. I am proud of the efforts our government is taking to end this unacceptable behaviour.
 For example, last spring, my colleague, the Minister of Employment, Workforce Development and Labour, introduced Bill C-65, which aims to prevent harassment and violence in federally regulated and parliamentary workplaces. One of the key elements of the legislation is providing better support to victims of this unacceptable behaviour. It is in the same spirit that we are debating Bill C-77 today.
Let me now offer a broad overview of the changes we are proposing through Bill C-77.
To start, the amendments would clearly enshrine victims' rights in the military justice system. We know from a Department of Justice report that victims often feel excluded and even re-victimized by the criminal justice process. Bill C-77 would address these concerns by committing to a more victim-centred approach in our military justice system.
 To do that, Bill C-77 proposes to add a declaration of victims' rights within the code of service discipline. This declaration gives victims a voice. It will ensure that victims of service offences are informed, protected and heard. The declaration provides victims of service offences with four new rights.
 The first is the right to information so victims understand the process that they are a part of, how the case is proceeding, which services and programs are available to them and how to file a complaint if they believe their rights under the declaration have been denied or infringed. Because of the unique nature of the military justice system, understanding it can be difficult and potentially intimidating. For those reasons this legislation also includes the appointment of victims' liaison officers to help guide victims through the process and inform them about the system. Under the victims' rights to information, they will also have access to information about the investigation, prosecution and sentencing of the person who harmed them.
The second right is to protection, so victims' privacy and security are considered at all stages in the military justice system. Moreover, where it is appropriate, we will ensure their identities are protected. This right to protection also guarantees that reasonable and necessary measures are taken to protect victims from intimidation and retaliation.
The third right is to participation, so victims can express their views about the decisions to be made by military justice authorities and have those views considered. This right will ensure that victims' views and the harm and loss they have suffered can be fully considered. In addition, it will be possible to submit military and community impact statements to the court martial. These will convey the full extent of harm caused to the Canadian Armed Forces or the community as a result of the offence.
The fourth right is to restitution, so the court martial may consider making a restitution order for all offences where financial losses and damages can be reasonably determined. 
The next important change introduced by the legislation relates to how indigenous offenders are sentenced. This stems from the evolution of Canada's civilian criminal justice system and our desire to ensure the military justice system reflects our times, while remaining responsive to its mandate.
As the Prime Minister has said on many occasions, no relationship is more important to our government and to Canada than the one we have with indigenous peoples. Naturally, the fact that indigenous people are significantly overrepresented within the civilian criminal justice system is of grave concern to all of us. It is not enough to serve justice fairly. In a case like this, where we see such an imbalance, we must pursue the root causes of that imbalance and be considerate in our response. 
The Criminal Code has provisions, introduced by Parliament, that have sought to alleviate the higher rate of incarceration for indigenous offenders. In fact, it calls for judges to consider all available sanctions, other than imprisonment, that are reasonable under the circumstances, with particular attention to circumstances of indigenous offenders.
While the military just system has not experienced any overrepresention of indigenous offenders, the proposed amendments to the National Defence Act reflect the civilian system's considerations for sentencing and our nation's history. Bill C-77 would enshrine those same principles in the military justice system.
Similarly, Bill C-77 aligns military justice with the civilian system where LGBTQ2 rights are concerned.
In June 2017, our government added gender identity and gender expression as prohibited grounds of discrimination under the Canadian Human Rights Act. In November, the Prime Minister issued a formal apology to LGBTQ2 Canadians for the historic wrongs and injustices they suffered because of their gender or sexuality. 
The defence team has been working hard through initiatives like the positive space initiative to help create inclusive work environments for everyone, regardless of sexual orientation, gender identity or gender expression. This bill is another step in that direction. It calls for harsher sanctions and sentences for service infractions and offences that are rooted in bias, hate or prejudice toward individuals based on their gender expression or identity. This change will foster a more inclusive and cohesive Canadian Armed Forces, while delivering justice for the victims of fear and prejudice.
The last category of changes introduced by this bill relate to broad efforts to make Canada's justice systems more flexible. In the case of the military justice system, the changes introduced by Bill C-77 would make the system faster and simpler. The summary hearing will be introduced and address minor breaches of military discipline in a non-penal and non-criminal manner. More serious matters will be directed to court martial and there will no longer be summary trials. The summary hearing would only deal with the new category of minor breaches of military discipline, known as service infractions. Service offences that are more major in nature will be dealt with at a court martial. 
I want to be clear. There will be no criminal consequences for service infractions and military commanders who conduct summary hearings will be limited to non-penal sanctions to address them. This will improve the chain of command's ability to address minor breaches of military discipline fairly and more rapidly. We also expect it will enhance the responsiveness and efficiency of military discipline, thereby contributing to the operational effectiveness of the Canadian Armed Forces.
Canada's defence policy, “Strong, Secure, Engaged”, is a policy that will guide us for the next 20 years. It clearly outlines that our government will continue to support the women and men of our Canadian Armed Forces. The military justice system is critical to how the Canadian Armed Forces accomplishes what it does every day. It sets up a framework for all service members to maintain an outstanding level of discipline and a high level or morale so they can successfully accomplish the difficult tasks asked of them. Knowing they are protected by the military justice system that keeps pace with the Canadian concepts of justice builds on the great unit cohesion among our forces as well.
It is a pleasure to see this legislation progress to second reading, something my Conservative colleagues could not manage when they tabled similar legislation in the dying days of the last Parliament. However, we will see this through as we continue to make every effort to deliver for the women and men of our Canadian Armed Forces and all Canadians. The drive to be fair, to be just and to restore that which has been harmed is a drive that dates back to the very foundations of our country and our armed forces. 
Today, we take steps in the pursuit of justice; steps to take care of victims, while we seek to ensure justice is served; steps to ensure that indigenous peoples in the military justice system receive the same considerations on sentence as those in the civilian justice system; steps to uphold justice within our military so it can continue defending our country.
 I want to thank everyone for working with us toward this very worthy goal.",Liberal,Vancouver South,Harjit S. Sajjan,Male
2018-10-15,"Madam Speaker, there are a couple of comments that the hon. member made, which I would like to respond to.
My understanding is that there was a similar bill introduced under the former Harper Conservative government. However, it was introduced in the dying days of that government. I wonder whether there was any intention to actually pass that legislation. We have made sure that this legislation was introduced in more than enough time for us to be able to see this bill through the legislative process. I am very proud that we, through this bill, will be strengthening victims rights within the military justice system.
In terms of some of the additional comments that the hon. member made, there is, as part of this bill, the declaration of victims rights. It would ensure that victims who come forward to report harassment and misconduct would have the support that they need. It very much builds on Bill C-65, which is our commitment to create workplaces free from harassment and discrimination from the federal sphere. Also, as I mentioned earlier, for those victims who are looking for specific services, it would create the role of a victim liaison officer who would help guide them through the military justice system and what is available to help them.",Liberal,Davenport,Julie Dzerowicz,Female
2018-10-16,"moved:
 that a message be sent to the Senate to acquaint their Honours that, in relation to Bill C-65, An Act to amend the Canada Labour Code (harassment and violence), the Parliamentary Employment and Staff Relations Act and the Budget Implementation Act, 2017, No. 1, the House: agrees with amendments 3, 5(b), 6 and 7(a) made by the Senate; 
 respectfully disagrees with amendment 1 because replacing the word “means” with “includes” would result in a lack of clarity for both employees and employers; 
 respectfully disagrees with amendment 2 because, in focusing on harassment and violence, it would create an imbalance relative to all of the other occupational health and safety measures under Part II of the Canada Labour Code, and, in addition, other legislation, such as the Employment Equity Act, addresses some of those issues; 
 proposes that amendment 4 be amended by deleting paragraph (z.163) and by renumbering paragraph (z.164) as paragraph (z.163) because the addition of proposed paragraph (z.163) would mean that a single incident of harassment and violence in a work place would be considered to be a violation of the Canada Labour Code on the part of the employer, which would undermine the framework for addressing harassment and violence that Bill C-65 seeks to establish; 
 respectfully disagrees with amendment 5(a) because the complaints that are investigated under the section that would be amended do not include complaints relating to an occurrence of harassment and violence; 
 respectfully disagrees with amendment 7(b) because this would be inconsistent with the Federal Public Sector Labour Relations and Employment Board’s other annual reporting obligations under both the Federal Public Sector Labour Relations and Employment Board Act and Part I of the Parliamentary Employment and Staff Relations Act and because that Board would only be reporting on a small subset of cases in respect of which there are appeals, thus creating a high risk that an employee’s identity would be revealed if such statistical data were published. 
Mr. Speaker, it is a great honour to rise today to speak to Bill C-65. First, I would like to recognize both chambers for their excellent work on the bill. Bill C-65 has had careful study over the course of many meetings, and both chambers have suggested amendments that would strengthen this historic legislation. All hon. members agree it is our responsibility and duty to end workplace harassment and violence, and Bill C-65 brings us closer to that goal. 
This bill will change how we perceive and put a stop to unacceptable behaviour in workplaces under federal jurisdiction, including Parliament, but its ultimate goal is so much greater.
It is my hope that Bill C-65 will become the standard and the model for other jurisdictions in the country. 
We have heard for years many stories of harassment and violence in the workplace and the extent of the problem. In 2017, more women than ever before came forward to share their experiences through the #MeToo movement. The flood of stories was overwhelming. Some were shocked by what we heard and read, but too many of us were not. So many women have experienced what can no longer be denied: a systematic and widespread tolerance of workplace harassment and sexual violence.",Liberal,Thunder Bay—Superior North,Patty Hajdu,Female
2018-10-16,"Mr. Speaker, sharing stories cannot be where this ends. It is time for us to take action, and we are. According to an Angus Reid poll, 52% of Canadian women say that they have been subjected to sexual harassment in the workplace and 28% report having experienced non-consensual sexual touching in the workplace, and 72% of respondents who experienced harassment never reported it. In fact, these behaviours have become so normalized that the discomfort women feel is normalized. Women tell us that they do not come forward because it is easier not to, because it often is not worth it. They feel embarrassed, and many fear reprisal, up to even losing their jobs. Most disappointing is that most women simply do not believe that coming forward will make any difference whatsoever in their situation or for others.
It is time for a change. All Canadians deserve a workplace that is free of harassment and violence and where unacceptable behaviour is no longer tolerated. Bill C-65 would be a tool to help achieve that goal. It is how we would send the message that unacceptable behaviour in the workplace will not be tolerated. It would move us, as a society, from outrage to action. Bill C-65 would address all types of harassment and violence. It would strengthen the Canada Labour Code to complement existing laws and policies. It would broaden the scope of legislation to include staff working right here and in constituency offices, both in this House and in the other chamber.
There are three main elements to Bill C-65: the prevention of incidents, a timely and effective response to incidents, and support for affected employees.
 This is a progressive and revolutionary bill that all Canadians can be proud of. However, I am well aware that Bill C-65 applies only to federally regulated employers and employees. 
My hope is that the legislation would set the example and the standard for fairness and harmony in all workplaces in Canada.
 I wish to thank the other chamber for its careful study. I also thank the witnesses who shared their expertise and their experiences, many of them deeply personal, which helped inform the committee's study. The Standing Senate Committee on Human Rights took to heart the messages heard from these witnesses and proposed amendments to echo those voices and stories. 
Many of these amendments are supported by our government. For example, we are supporting the removal of the terms “trivial”, “frivolous” and “vexatious” to describe complaints that could be refused for investigation. While these terms are commonly used in law, there is no denying that they have powerful negative connotations. 
There are some amendments we are unable to support, despite the fact that we understand their intent. These concerns did not go unheard. It is the government's perspective that the amendments have already been addressed through other legislation. My hon. colleagues will speak in more detail about each of the amendments.
Rest assured that this legislation would be meaningful for Canadians. It would create better protections, safer workplaces and swifter action for employees covered by this legislation. It would also start a cultural shift that would affect all workplaces and our society. In fact, I believe that it already has.
For example, during our consultations on the regulations, the majority of stakeholders we met recognized the need to change the status quo, and most expressed their willingness to help make that happen. It is important that as a government, we lead the way, that we provide an example, and that we take our responsibility to our workers seriously. We need this legislation simply because what is in place right now is not doing the job.
Let me tell members a bit about Hilary Beaumont, a VICE News reporter. Ms. Beaumont conducted some very interesting research. She interviewed more than 40 women who work right here on the Hill, including former and current members of Parliament, lobbyists, journalists, employees and trainees. In her presentation to committee, Ms. Beaumont said that she quickly realized that female employees were much more vulnerable to harassment than their male counterparts. 
The women she interviewed reported personal stories of sexist comments and touching and even sexual assault. Some women said they had been fired or had lost job opportunities after trying to report the abuses they had suffered at work, in this workplace. Some currently employed on the Hill are not even aware of how to manage and report incidents. 
Ms. Beaumont discovered that existing measures are not protecting employees from harassment and violence. However, if Bill C-65 had been in place, these women would have had better support and justice, and even better, these incidents could have been prevented. That is why this bill is so important. 
From the outset, each member of this House agreed on its importance, and this was apparent during the meetings of the committee of this House, which worked very hard to strengthen the bill. Out of those meetings came important amendments: adding the definition of harassment and violence to the Canada Labour Code; adding a clause that required that the provisions on harassment and violence established in Bill C-65 be re-examined every five years; requiring the minister of labour to produce, each year, a report on harassment and violence in all workplaces under federal regulation; and for the application of part 3 of the law in Parliament, providing the deputy minister with powers normally attributed to the minister to avoid any potential conflict of interest. 
These changes, which have already been adopted, along with the amendments from the other chamber that we propose to accept, have created a piece of exceptionally strong legislation that we can all be sure would reach its intended goal. 
I firmly believe that Bill C-65, as amended, will really change the lives of thousands of Canadians. 
It would ensure better protection for employees in the public service and in federal Crown corporations.
This applies to people working for federal banks, railroads, marine transportation services and ferries, airlines and airports, and radio and television broadcasting.
Bill C-65 would also, importantly, protect political staff in this chamber and in the other one, where all too often we have heard of, and may have even witnessed, inappropriate behaviour, often to humiliate or belittle or to use power as a way to pursue intentions of assault. 
I ask my hon. colleagues to support the advancement of this important bill; in fact, this historic bill. For every person who has come forward, for those who have felt that they could not come forward, let us stand up and declare together that we will not accept the status quo and that we will be responsible employers in this place. Let us be an example for Canada and for the rest of the world. We owe it to our citizens, and we owe it to the incredibly hard-working staff who serve us all, to take action now.",Liberal,Thunder Bay—Superior North,Patty Hajdu,Female
2018-10-16,"Mr. Speaker, I would like to thank the Minister of Employment, Workforce Development and Labour for bringing forward a legislative measure of such importance to this country. 
We worked together as members of the Standing Committee on Human Resources, Skills and Social Development and the Status of Persons with Disabilities. The Conservative Party of Canada will support this bill. We played an active role in the committee's work.
This is a step in the right direction, but it does not go far enough. It does not give employees the option of turning to the labour minister for support. The act merely requires businesses to follow procedures. 
Does the minister plan to take things further by enabling employees to file complaints with Employment and Social Development Canada, as Quebec and other legislative bodies have done, making support available to them, and having an independent individual, a departmental official, conduct investigations?",Conservative,Bellechasse—Les Etchemins—Lévis,Steven Blaney,Male
2018-10-16,"Mr. Speaker, this proposed legislation is so comprehensive that at any time should someone feel that the process has not been followed, they would have the ability to come forward to the labour department.",Liberal,Thunder Bay—Superior North,Patty Hajdu,Female
2018-10-16,"Mr. Speaker, I would like to thank my colleague for her excellent speech. It is true that we worked really hard in the House and in committee. There was a great deal of co-operation. I want to thank her for this so-called historic bill, which will not eliminate bullying and violence in the workplace but is nevertheless a step in the right direction.
I would like to take advantage of my colleague's expertise and ask her a more specific question. The government rejected the addition of the following to portion of section 21 entitled “Annual Report—Board”:
 The report must contain statistical data relating to harassment and violence in work places to which this Part applies, including information that is categorized according to prohibited grounds of discrimination under the Canadian Human Rights Act. The report shall not contain any information that is likely to reveal the identity of a person who was involved in an occurrence of harassment and violence. 
The government claimed that this addition would create a serious risk that the employee's identity would be revealed if such statistics were published.
My question is clear. The Senate amendment clearly indicates that the report would not contain “any information that is likely to reveal the identity of a person”. I would like to know what my colleague thinks. Why did the government reject the Senate amendment?",New Democratic Party,Jonquière,Karine Trudel,Female
2018-10-16,"Mr. Speaker, the reason we respectfully disagree with amendment 7(b) is that this amendment would be inconsistent with the federal Public Sector Labour Relations and Employment Board's other annual reporting obligations under both the Federal Public Sector Labour Relations and Employment Board Act and part 1 of the Parliamentary Employment and Staff Relations Act. 
It would also create a very small subset of cases in respect of which there are appeals. The challenge is that because this would be such a small subset of cases, it would take very little information to identify the identity of someone who may have been subject to those appeals. Therefore, we feel that this amendment would have the unintended consequence of potentially putting in jeopardy someone's confidentiality. Something that was repeatedly stressed in almost all the testimony we heard was that the root of this had to be the assurance of confidentiality.",Liberal,Thunder Bay—Superior North,Patty Hajdu,Female
2018-10-16,"Mr. Speaker, I want to thank the minister for what is a historic piece of legislation, Bill C-65. I want to add a dimension to it.
The minister mentioned that women often do not report and that their stories are often not heard. When we add intersectionality to that, either of race, disability or sexual orientation, the reporting is often a lot lower. I am wondering if the minister can elaborate on how this piece of legislation would adjust for that but also make more inclusive workplaces, not just within the federal jurisdiction but beyond that.",Liberal,Whitby,Celina Caesar-Chavannes,Female
2018-10-16,"Mr. Speaker, my colleague raises the very important point that not all of us are equally vulnerable. In fact, those who have the experience of being racialized, LGBTQ community members, newcomers to this country, and people who may not have English or French as their mother tongue or first language experience a heightened sense of vulnerability. Therefore, having a baseline of legislation that would compel employers, first of all, to have a policy in place and to ensure that their employees know what their rights and responsibilities are would allow employers to take that very important step of prevention. It would strengthen a fabric that would set a baseline of intolerance for harassment and violence. 
We have talked a lot about sexual violence in the context of this bill, but it would actually cover all forms of harassment and violence. Oftentimes we hear from vulnerable people that it may not be sexual in nature. They may be experiencing harassment, bullying or belittlement based on other criteria. People with disabilities, for example, often feel that they are harassed or bullied based on a perceived ability or capacity.
I thank my colleague for her work on ensuring that the folks most vulnerable in our workplaces have a strong fabric of protection and a voice to ensure that they have the fairest chance of success in the workplace.",Liberal,Thunder Bay—Superior North,Patty Hajdu,Female
2018-10-16,"Mr. Speaker, frequently in the House, we hear about the importance of consultation with the various groups that are going to be impacted by legislation. During the testimony at the Senate committee, the National Association of Women and the Law and the Native Women's Association of Canada both said that they were not adequately consulted. In fact, they were not consulted at all during the drafting of this bill.
Francyne Joe, president of the Native Women's Association of Canada, stated:
 Moreover, there has been inadequate consultation with Indigenous people. Our understanding is this will apply to federally regulated First Nations governments and if this is correct, then the Government of Canada must carry out meaningful consultation with Indigenous people. 
 In particular, Indigenous women have not been adequately consulted. In the harassment and sexual violence public consultation report that informed this legislation, only 28 Indigenous women were surveyed and only one engagement session with the Ontario Native Women’s Association was held. Findings from these consultations do not appear to be reflected in the legislation in its current form. 
Does the minister agree with Francyne Joe that there was inadequate consultation specifically with indigenous women's groups?",Conservative,Kitchener—Conestoga,Harold Albrecht,Male
