speechdate,speechtext,speakerparty,speakerriding,speakername,speakergender
2018-01-29,"Madam Speaker, labour has not done an incredible job throughout our country. I will say that the NDP is proud to have unionized staff from UFCW Local 232. They have worked very hard on anti-harassment language within the collective agreement we have. One of the questions we have is how we will now mesh what some workers on this Hill have in a collective agreement with what is now being proposed. This is an important understanding.
Also, we can draw from the collective agreements that exist across our country on the best practices that exist around harassment policy and education on that policy. I am proud to have done this in my former life for the union that I belonged to. It is incredibly important work, because no matter how many times we are educated, things are shifting and changing in our world, certainly with cyberspace, cyber-bullying, and all the things that are happening outside, which really are an extension of our workplace, according to the code.
 It is quite shocking to Canadians that we do not have labour law that applies to us here on the Hill. That is quite a shock to most people in Canada. They are completely unaware of that and find it appalling that this is the only space that exists in Canada where we do not really have any laws to protect people who work here every day with us. 
One of the things I can point to specifically that Unifor has is a women's advocate program. This is someone who has been specifically trained in the workplace for people to access. It is an independent person who does not provide counselling per se but who does provide connections to community partners that exist, so people can receive the help they really do need. This goes along, of course, with supporting the financial aspect of needing access to those services. It is something that has worked quite effectively. It has been lauded at the United Nations as a workplace model to challenge harassment and also to provide people with the information necessary when they really are struggling under the weight of these incidents.",New Democratic Party,Essex,Tracey Ramsey,Female
2018-01-29,"Madam Speaker, it is going to take an incredible amount of work and a commitment from all of us to be a part of the solution. It is not just about those of us in the House. It is about people on the Senate side. It is about people who work for us, such as our parliamentary protective services and pages in the House. It is about everyone.
The education required is extensive. I have watched the educational video that is provided by the House and I find it to be lacking. There really is not enough there. The education that happened in the union I belonged to was a 40-hour program for each person. This was a deep commitment with a yearly follow-up. It would be one day every year. Training is updated on a constant basis. The work is never done. I hope this work will improve, will become better, and will change things. Education is key.
 A commitment from everyone that they will challenge this behaviour will go an incredibly long way. If we continue to sit silent and this opportunity to improve what we have currently governing us in this place passes us by, then shame on us. We will have missed an opportunity to improve the lives of Canadians. When women can focus on their work free of harassment, that work will continue to grow and we will all reap the benefits of that.",New Democratic Party,Essex,Tracey Ramsey,Female
2018-05-23,"Mr. Speaker, when I asked a question regarding harassment in the Canada Post workplace in February, the minister assured me that she was doing everything in her power to address the issue. However, when I attended the CUPW spring educational conference at the end of April, the members were quite vocal about the fact that harassment was still one of the biggest issues plaguing them in the workplace. There appears to be some light on the horizon, albeit if not late in its timing, for those already suffering the effects of bullying and harassment. The Canadian Union of Postal Workers reported on May 9 that some incremental first steps had finally been taken on the part of the minister, who assured them that there would be follow-up. I do hope that is the case.
During committee hearings on Bill C-65, a union representative described a culture of harassment that is deep-seated and systemic. New Democrats are committed to supporting workers in finding a resolution to reduce incidences of bullying and harassment in all workplaces. As the NDP critic for Canada Post, my primary concern is to address this dysfunctional culture within the corporation. We have witnessed a steady deterioration in the working conditions of postmasters and assistants, including reduction of hours, post office closures, and other issues that contribute significantly to the potential for stress and unhealthy conflict in the workplace. CPAA members report mental health issues related to this particular situation and things like absenteeism, which is second only to musculoskeletal issues. While workplace conditions are not always the cause of mental health issues, a culture of bullying and harassment certainly does nothing to alleviate workers' stress levels. It just makes sense to work to create an overall cultural change at Canada that improves working conditions and reduces stress with meaningful and concrete solutions.
To quote the Government of Canada's Department of Employment and Social Development from November 2, 2017, on the release of the report entitled “Harassment and sexual violence in the workplace public consultations—what we heard”:
 Harassment and sexual violence are unacceptable. Period. The Government of Canada made a commitment to Canadians to take action to ensure that federal workplaces, including Parliament Hill, are free from these types of behaviours.... 
 Harassment and sexual violence in the workplace negatively impact not only the person experiencing these behaviours, but also their families, coworkers, and their employers. 
The release goes on to say that the government is committed to taking meaningful action to address the full spectrum of harassment and sexual violence at work and will be announcing next steps in the near future. I am encouraged to hear that Jessica McDonald, Canada Post's new CEO, has initiated discussions with the Canadian Postmasters and Assistants Association to discuss bullying and harassment in the workplace. It appears that she is attempting to find the root of the problem, and a solution as well, and that she is open to working with the unions. This gives me cause for hope.
The time for addressing these issues is now. We cannot afford the cost of bullying and harassment in the workplace. We cannot afford it in human terms; nor can we afford it in dollars and cents, because the bottom line is that this kind of disruption of work costs us all. Therefore, I am waiting to hear from the minister.",New Democratic Party,London—Fanshawe,Irene Mathyssen,Female
2018-05-23,"Mr. Speaker, I beg to differ. In its election promises, the government led voters to believe that it would restore lost postal services, and has done nothing of the sort. 
I do know that Canada Post workers, represented by CPAA and CUPW, will be eager to hear that progress is being made on the part of the corporation and that the government is committed to addressing and preventing bullying and harassment in the workplace. It is very important because the workers, their livelihoods, and their families depend on it.
Bills are only lip service until there is determined and dedicated action. I have promised the workers at Canada Post that I will work as effectively as possible to change the reality in their workplace. Canada is a country of incredible prosperity. We can deliver the mail, we can deliver financial services, and we can do it effectively if the government will just listen.",New Democratic Party,London—Fanshawe,Irene Mathyssen,Female
2018-05-07,"Mr. Speaker, the NDP will support the spirit and principle of Bill C-65, a bill that every party had a hand in. It was an onerous task that required a lot of extra hours in committee. We could have spent those hours in our ridings, but we spent them here in Ottawa working on Bill C-65. 
There is something that I would like to address. I am not sure whether it is a misunderstanding or a matter of stubbornness, but in the bill the Liberals completely excluded the joint workplace health and safety committees from the complaint and investigative processes. Several witnesses, including representatives from unions and law firms, told us that it was important to maintain the joint workplace safety committees. They even offered a logical solution. They argued that confidentiality would be breached upon the filing of a complaint of abuse, harassment, or sexual harassment or during an investigation. They also floated the idea of creating a code of ethics in order to truly ensure victims' confidentiality.
I would like to know why the government insisted on completely eliminating from the Canada Labour Code the interaction with the joint workplace health and safety committees, thereby shutting them out of the complaint and investigative processes.",New Democratic Party,Jonquière,Karine Trudel,Female
2018-05-07,"Mr. Speaker, I thank my colleague for his speech and for the work we did in committee on Bill C-65. I did not think it would be possible to set partisanship aside to work on and advance a topic as important as workplace harassment, violence, and sexual harassment.
In committee, my colleague was worried that psychological harassment is not clearly defined in the bill. I would like to hear his thoughts on this and to know why this should have been included in the bill.",New Democratic Party,Jonquière,Karine Trudel,Female
2018-05-07,"Mr. Speaker, I want to start by paying tribute to the Standing Committee on Human Resources, Skills and Social Development and the Status of Persons with Disabilities for the work it did on Bill C-65. I took part in that work myself. I especially want to honour my colleague from Salaberry—Suroît for the tremendous efforts she put in. We worked on this bill together, and I am very proud of it. She even managed to get the committee to adopt a few of the NDP's amendments.
Bill C-65 is intended to prevent workplace harassment and violence. It is a general interest bill. This was not a partisan issue. When we were listening to the witnesses and studying the bill, our focus was on survivors. Without wanting to speak for the committee's other members, those are the people we were thinking about during the course of our study.
As I said earlier, harassment and violence, especially sexual harassment and violence, are too important an issue to allow partisan politics to creep in. I think that was something the committee members were really aware of. The bill needs to once and for all free up speech, restore confidence, and empower victims to speak out about sexual harassment without fear. Workplace harassment and violence are still widespread today, even here in Parliament, I am sad to say. That is why the NDP is going to support the principle and spirit behind Bill C-65. We are going to vote in favour of this bill when the time comes.
However, we still have some misgivings. We think Bill C-65 only partially meets its goal of strengthening the harassment and violence prevention regime. Bill C-65 does not address every concern. Far from it. Judging from the emails and calls I have received, the unions are not particularly reassured either.
Here are a few examples. On April 26, the national president of the Canadian Union of Public employees contacted me to discuss “two serious flaws in Bill C-65 that will undermine the rights of workers affected by violence or harassment in the workplace.” What flaws could be so worrisome that the union felt compelled to urge the minister to correct them immediately?
I am referring to the exclusion of health and safety committees from two steps processes. First, they are excluded from the complaint process and, second, they are excluded from the investigation process. The complaints process concerning harassment and violence and the investigation process must both continue to rely on the expertise of these committees. Excluding them makes no sense to us.
Members of health and safety committees have received training and have a finger on the pulse of the workplace. Management and employees usually have equal representation, and members are experienced, know the culture, and know what is happening on the work floor. Who better to provide solutions, investigate, and also serve the victims and provide a sense of security and confidence when a survivor comes forward as a victim of harassment, or sexual violence or harassment?
The surprising excuse given by the Liberals to justify their measure was the purported breach of victims' confidentiality if they had to take part in the investigations of these committees. In my view, this is not a valid pretext for many reasons, which I would like to outline. 
First of all, the decision to bring these committees into the process came from victims themselves. This was an option offered to them. It was a possibility open to victims. I am speaking in the past tense because, unfortunately, with the amendment in effect, they will no longer have this option. It was an additional choice that was available to the victim, not a constraint that was imposed. When someone is familiar with the victim's working conditions, the victim will feel understood, and this may help. This might have helped encourage people to report such incidents.
Second, to add to my argument, to date, these joint health and safety committees have always received these complaints and have successfully carried out the harassment investigations. Their modern investigative methods have always emphasized respect for victims' privacy. By excluding these committees from the investigative process, Bill C-65 is about to eliminate decades of experience, training, and work. I really want to stress the training and work aspect that will be wasted.
That is not all. If what the Liberals really wanted to do was protect victims' privacy and confidentiality, then someone needs to explain why they opposed many of my amendments. I had the pleasure of proposing nearly 20 amendments along with my colleague from Salaberry—Suroît during the committee study of Bill C-65, but only three of them were accepted by the Liberals, and even that took some convincing. In many cases, the other amendments were not even discussed. On a number of occasions, the Liberals chose to go straight to a vote and would not even explain why they were refusing the amendments.
Among the amendments that were voted down without any explanation was a very simple proposal made by the Confédération des syndicats nationaux. Allow me to explain it. Bill C-65 seeks to exclude joint employer-employee health and safety committees from investigations for privacy reasons. The problem is that, right now, these committees still continue to provide victims with unquestionable expertise. The logical solution proposed by the witnesses was to give these committees codes of practice and a code of ethics that would guarantee the privacy of victims. Did the Liberals oppose the CSN's recommendation without any explanation out of stubbornness or because they did not understand it? It seems to me that excluding these committees from the investigation process is a serious decision. There was no shortage of witnesses who supported amending the bill. Unions, associations, and law firms all supported the amendment. A quick look at the committee transcripts is all it takes to see that they all disagreed with this exclusion.
There is more. The expertise of the joint health and safety committees spans decades, but that alone does not explain why witnesses adamantly defended keeping them in the investigative process. The other reason, which is rather important, is the exceptional diversity of the investigators who make up the joint committees. The right of joint committees to conduct investigations has until now made it possible for victims to benefit from an incredible diversity of investigators in terms of colour, religion, age, and sex. Such diversity in the profile of investigators is invaluable. 
Unfortunately, it is clear that Bill C-65 has completely shelved this aspect, which is inconsistent with the recommendations of the International Labour Office. In investigations into sexual harassment, the victims will not be able to benefit from the expertise or the extreme diversity within the joint health and safety committees.
That brings us back to what I was saying earlier. Members of the joint health and safety committees come from the workplace and represent all the communities. They are people we can confide in, people we can relate to if we are victims of harassment or violence in the workplace. They can make us feel understood. Unfortunately, with the changes made to Bill C-65, victims can no longer rely on this service. 
It would still have been possible to include in the bill a provision to ensure the diversity of investigators, similar to that made possible by joint committees, for all investigators. That is exactly what one of my amendments proposed. It set out that the choice of investigators, although no longer the purview of the joint committees, must reflect the diversity of Canadian society. Thus, the diversity of investigators, which until now was made possible by the joint committees, would be perpetuated even though the committees were excluded from the investigation. A balanced representation of Canadian diversity would be assured.
 Apparently, the recommendation made by the UN Secretariat concerning labour was not good enough for the Liberals, because they did not let Canada adopt legislation to guarantee equality and non-discrimination in the investigators' profile. We need to remember that minorities are disproportionately affected by workplace harassment and violence. By “minority” I mean members of an ethnic or religious minority as well as lesbian, gay, bisexual, transgender, and intersex workers, and migrant workers.
That is why the profile of individuals responsible for the investigation must at all costs reflect diversity. However, it seems that our legislation will not take into account national diversity in the selection of investigators, and that is very unfortunate. Those are some of the aspects that were important to me. After spending all those hours listening to and reading witnesses' recommendations, we drafted amendments that were not even debated.
I would like to move on to other aspects of the bill that are also cause for concern. There are many of them. Let us first talk about the development of employer policies on harassment and violence. Some employers said on several occasions that they did not understand exactly what was expected of them when it comes to workplace policies. They need guidance on writing and implementing their anti-harassment policies. It is important to give employers clear instructions. They are waiting for such instructions in order to determine whether they are on the right track in complying with the legislation.
Since the primary purpose of Bill C-65 is to bring about a major change in political and corporate culture when it comes to harassment, we had hoped for more from the government in this regard, but that it not currently the case. When the witnesses appeared before the committee, they expressed their concerns about the effectiveness of employer anti-harassment policies. Leading law firms Rubin Thomlison and Fogler Rubinoff came up with one solution.
In order to give employers guidance and enhance protection for employees, the witnesses recommended that the Canada Labour Code set out guidelines for what is expected of a corporate policy on harassment in the workplace. The guidelines should include information about the process for getting immediate assistance in the case of harassment and about the fundamental aspects of privacy protection and the processing of complaints. I want to point out that companies also requested such guidelines.
The NDP's amendment would kill two birds with one stone. It would help guide employers in developing their internal policies and also enhance protection for employees, who would now be covered by effective prevention policies.
That amendment also would have prevented potentially ill intentioned employers from shirking their basic harassment prevention obligations through the use of deliberately complex anti-harassment policies that ultimately end up disincentivizing victims. We are talking here about how important it is to have prevention policies. Prevention in our workplaces is vital.
 Even here in Parliament, people have been talking about a change in culture for several months now. I myself am now an employer. I have staff working for my constituents in Jonquière. I am their employer, and I have a duty to ensure they have a healthy environment, a place they can work that is completely safe and free of all forms of harassment and violence. Being on the Hill, we need to attend many events and meet with a lot of people. Sometimes we have interns. Here in the House, for example, we have pages who work with us every day. We must ensure their safety and provide them with a healthy environment. Even businesses need to have clear guidelines and policies so that they too can provide proper training and a healthy environment that is free of harassment and violence.
Unfortunately, it seems the Liberals would rather leave employers guessing about how to write their internal policies because not one of them bothered to say anything about this measure, let alone come out in favour of it. I do not know why, and nobody ever explained why my amendment was rejected. I hope to find out why today.
Would it not make sense for expectations around policies, specifically anti-harassment policies, to be in the Canada Labour Code? That is another thing that is conspicuously absent from Bill C-65. Once again, there were certainly plenty of opportunities to address the problem, and plenty of witnesses who spoke in favour of such a measure. All our efforts to strengthen the prevention aspect of Bill C-65 were apparently for naught. The Liberals put forward an amendment to include a five-year review, which was not at all objectionable and was in fact more than welcome. We all recognized the importance of including a provision to review the legislation over the years. Reviewing workplace violence and harassment provisions every five years is a perfectly justifiable improvement.
 What is less justifiable is that Liberals refused to support one of my amendments to make the five-year review more effective. The Liberals proposed that the department publish statistics on workplace harassment and violence every five years. This is good. It complies with almost all of the recommendations of their own report published by Employment and Social Development Canada in March 2017. I said “almost” because this report lamented the “insufficient data on workplace harassment and violence“, in particular regarding sexual harassment. The report also mentioned the need for data to be collected, in order to address this lack of data. We need data.
I have much more to say about this bill. We did a comprehensive study, we heard from many witnesses, and we also managed to keep partisanship out of the debate. As I mentioned earlier, we will support the spirit and principle of the bill for all survivors. We will also encourage people to report these situations and help maintain a workplace free from violence and harassment for workers across Canada.",New Democratic Party,Jonquière,Karine Trudel,Female
2018-05-07,"Mr. Speaker, I would like to thank my colleague for her very pertinent question.
 Confidentiality is crucial in all areas, whether they involve complaints of violence, harassment or sexual harassment or whether they are merely the issues we as members of Parliament deal with on a daily basis. That is why I do not think that removing the joint health and safety committees is justified, since we have a code of ethics. That is what was proposed, and I think it is viable. 
 As I mentioned earlier in my speech, workers who get involved in health and safety committees receive training and learn what is going on in the workplace. They are therefore aware of possible reactions and repercussions. They are capable of discussing situations without naming names in order to effect changes in the workplace in collaboration with their employer.
 Confidentiality is of the utmost importance, but it is not by removing the joint health and safety committees from the complaint and investigation processes that we will better protect it. Confidentiality is inherent to the very nature of these people’s work and their involvement. It is an important element. By removing these committees, we are depriving survivors of a crucial option in the workplace.",New Democratic Party,Jonquière,Karine Trudel,Female
2018-05-07,"Mr. Speaker, I would like to thank my colleague from Jonquière for her extremely enlightening speech on how we can help survivors of workplace harassment and violence feel better and safer and encourage them to report these incidents.
 She concluded her speech by talking about insufficient data and some amendments she proposed in committee to provide more information about the current state of affairs in the workplace and to improve the situation. She spoke about a lack of prevention and the importance of using updated information. Could she tell us a bit more about this?
 What would she have liked to see in this respect in the bill?",New Democratic Party,Salaberry—Suroît,Anne Minh-Thu Quach,Female
2018-05-07,"Mr. Speaker, I would like to thank my colleague from Salaberry—Suroît, who also actively participated in the study of Bill C-65 in committee. I would like to thank her for bringing her experience to the consideration of the amendments and the clause-by-clause review of the bill.
 To answer her question, we support the five-year report, since it is important to assess our methods. However, we would have liked greater openness on the issue of data. That is the problem. As the bill currently stands, employers are not required to log or report incidents. Writing reports is all well and good, but they have to be based on hard data if the situation is to improve. We need to know what happened in order to analyze the situation and also plan for the future and keep improving the system. This might not seem important, but, according to Employment and Social Development Canada, we have very little data. An improvement in this area would have allowed us to make more enlightened changes in five years.",New Democratic Party,Jonquière,Karine Trudel,Female
2018-05-07,"Mr. Speaker, I would like to thank my colleague once again for her very appropriate question. This very issue raised quite a few eyebrows, including among the witnesses appearing before the committee. Survivors need to feel safe. Unfortunately, in some workplaces I have seen, it is the employer who is harassing, bullying or sexually harassing employees. If survivors have no choices, and the perpetrator is the employer, what can they do?
We need to offer them this choice and abide by strict ethical guidelines on confidentiality in order to gain their trust. We want to offer every opportunity for survivors to feel safe enough to report the incident and follow through with the process. Victims of violence and harassment often feel isolated.
 If people do not trust the process, we need to find another way to help them feel better and safe. Everyone benefits from greater possibilities. Survivors will feel comfortable and follow through with the process, whatever path they choose. What is important is that they have a choice. In my opinion, that is what matters with Bill C-65.",New Democratic Party,Jonquière,Karine Trudel,Female
2018-05-07,"Mr. Speaker, I want to go back to another issue that my colleague from Jonquière mentioned in her speech. She said that the Liberals closed the door on the possibility of giving employers help to develop internal prevention policies and their own rules against workplace harassment and violence. 
Shockingly, even though we are studying a bill on the prevention of harassment and violence in the workplace, the Liberals voted against that amendment without even explaining why.
What would have been the benefits of helping employers develop internal policies? If employers do not know how to address these issues, it is a little hard to establish rules that are both sound and clear for both employers and employees.",New Democratic Party,Salaberry—Suroît,Anne Minh-Thu Quach,Female
2018-05-07,"Mr. Speaker, my colleague raised a very good point about clear rules. If we want to improve the situation, if we want training to be available, if we want to initiate cultural change, we will need clear rules and directives; simply snapping our fingers will not do.
 To go back to my example from earlier, as an employer on Parliament Hill, we need to have rules and develop a code of conduct. That is what companies expect.
I said earlier, in my speech and in my answer to a question, that a report will be tabled in five years. If we do not put out clear rules, how are we to measure companies' compliance with the spirit of Bill C-65? How are they to know what to focus on? 
The solution is to get on the right track. However, we need to collaborate and establish rules that companies will be able to follow. That is how we can ensure that workers get a safe work environment that is free from harassment, violence, and sexual harassment; that is the point I wish to emphasize most of all.",New Democratic Party,Jonquière,Karine Trudel,Female
2018-05-07,"Mr. Speaker, I would like to thank my colleague, who, like all other members of House, works to ensure that prevention of workplace harassment and violence is increasingly front and center, that preventive measures are implemented, and that survivors can safely and confidentially report situations where they felt victimized. 
 However, in committee, the government excluded the joint workplace health and safety committees that enable victims, survivors, to consult experts who are familiar with the workplace and its culture, committees made up of employers, employees, and experts whose job it was to hear survivors and provide them with support. That was a very helpful option for victims, especially in small workplaces. In cases where the perpetrator is the employer, it is very difficult for employees to report situations of abuse. It was therefore reassuring to be able to deal with a joint committee. The Liberals preferred to remove the joint health and safety committees, despite the fact that unions from across the country appearing before the committee recommended that they be maintained.
 Does my colleague not think that it would be a better idea to reincorporate the committees into the bill in order to help change the mindset and culture in the workplace?",New Democratic Party,Salaberry—Suroît,Anne Minh-Thu Quach,Female
2018-05-07,"Madam Speaker, I thank the government for moving this legislation forward. I understand that at committee there was a common cause between New Democrat and Conservative representatives in urging the government to ensure that psychological harassment was specifically included in the bill and that mental health considerations were urged by the members of the Teamsters who came to testify at committee. The labour movement has a very large capacity and a big body of experience with respect to this.
 I would like to hear from my colleague the extent to which he is satisfied that the amendments proposed at committee to include mental health protection and psychological harassment are in the final bill we are debating.",New Democratic Party,Nanaimo—Ladysmith,Sheila Malcolmson,Female
2018-05-07,"Madam Speaker, I thank my colleague from Rivière-des-Mille-Îles for her speech and for being one of many seeking change.
Under the Liberals' bill, employers need an internal policy to drive deep cultural change. That is what employers, women's groups, and union representatives wanted from the committee. They asked for clear guidelines in the Canada Labour Code so employers would know what constitutes an appropriate code of conduct.
A number of groups even proposed a code of ethics, but the Liberals rejected the idea for reasons known only to themselves. A code of ethics could have been added to the Canada Labour Code to help employers define their internal policies with the help of guidelines on immediate assistance, handling complaints, confidentiality, and protection of private information. 
Why is none of that available to employers, who do not really know what to do in terms of prevention and enforcing a framework that applies to anything that might happen in a workplace? That is something all the parties wanted, but the Liberals refused.",New Democratic Party,Salaberry—Suroît,Anne Minh-Thu Quach,Female
2018-05-07,"Madam Speaker, I would like to reiterate the fact that many of the speakers this afternoon have talked about legislation and regulation as important steps, but that a cultural change on Parliament Hill, within our workplaces, is the work that we all still need to be doing. I wonder if my hon. colleague would like to comment on some of the things she would like to see us do immediately. We know that prevention and intervention are not enough and that we have to change the culture.",New Democratic Party,Saskatoon West,Sheri Benson,Female
2018-05-07,"Madam Speaker, indeed, the committee that studied this bill was truly a non-partisan committee. There are some flaws in the bill, and I would like to hear my colleague's thoughts.
Some young women, my age or younger, are working in precarious situations. These women do not necessarily have access to joint health and safety committees. Under this bill, joint health and safety committees will not be allowed to receive complaints and investigate. They were previously allowed to do so. 
All of the unions recommended that this remain a practice, since there are many experts on these joint committees and training is provided. There is a wide range of experts who can investigate issues related to culture, language, gender, or age. This would give victims and survivors a sense of trust and enable them to come forward with confidence.
However, the Liberals voted against this amendment and they did not explain why. This would actually enable women to come forward.",New Democratic Party,Salaberry—Suroît,Anne Minh-Thu Quach,Female
2018-05-07,"Madam Speaker, I will be sharing my time with the member for Nanaimo—Ladysmith.
I am very pleased to speak to this bill, which underwent a non-partisan study. All of the members worked on it together for the benefit of survivors of workplace harassment and violence. We have taken a big step forward in that regard. The NDP will support this bill so that it can become a reality.
We are on the cusp of major changes, not only in labour relations, but also in matters of gender equality. Some courageous voices have been raised in every sector against sexist acts, harassment, and assault. We have only to look at the #MeToo movement, which was launched the United States to speak out about assault and, in some cases, about allegations of rape made by actresses. In France, a wave of naming and shaming of abusers started with the hashtag #BalanceTonPorc, which also involved Quebec. In our province, we also remember the hashtag #AgressionNonDénoncée, about unreported rapes, that was launched on social media by the Fédération des femmes du Québec in 2014.
The purpose of these citizen-led movements is not only to change the culture, but also to call on the government and parliamentarians to take action. Bill C-65 emerged from these movements, and I must commend this first step. I urge my colleagues to vote in favour of this bill. Although some aspects are incomplete, it is a starting point to allow federal workers in sectors like transport, banking, or telecommunications to be able to benefit from protection from harassment, sexual harassment, bullying, and violence.
Half of all Canadian women say that they have experienced unwanted sexual pressure. Nearly half of all Canadian women have suffered from some form of sexual harassment at the workplace. For a young woman my age or younger, that figure rises to nearly 66%. We can no longer hide this basic reality in our society. There is no more room for “but”, for “it has always been like that”, or for other such language to deny any progress. A number of female MPs and former MPs have experienced sexist or sexual violence or harassment. Many of our staffers, male and female alike, have suffered this type of violence in our offices, at receptions, or elsewhere on Parliament Hill.
We are now all aware that this problem happens everywhere, no matter our party, our religion, or our philosophy. Bill C-65 lets us take a step forward by putting an end to this outdated form of patriarchal behaviour that affects many women, especially those from cultural communities or those earning minimum wage. 
Other groups, such as rape crisis centres, explain how violence affects mainly women, especially those already experiencing discrimination based on skin colour, disability, sexuality, or mental health issues. Women are also more affected because of gender inequality.
The first version of Bill C-65 did not have a definition. Martine Faille, executive director of Centre D'Main de Femmes, which is located in Salaberry-de-Valleyfield in my riding, explained to my office staff how important the definition is and how unacceptable such actions and attitudes are in the work environment. 
Recently, at the prompting of experts and advocacy groups in committee, an amendment to add a definition to the bill was accepted. It states:
 [H]arassment and violence means any action, conduct or comment, including of a sexual nature, that can reasonably be expected to cause offence, humiliation or other physical or psychological injury or illness to an employee, including any prescribed action, conduct or comment. 
That is a step forward.
Another amendment proposed in committee now allows for a five-year review of the act and its effectiveness. This is an extremely important exercise, because it allows us to verify and ensure that the act is being enforced and to identify any new needs or deficiencies that need to be addressed. However, there is still one problem with the amendment on the five-year review, namely that there is not enough statistical data. 
We need data in order to see the big picture and know where we are going, what is not working, what the best practices are, and what is missing. However, we do not have that data, because even the bill itself contains no requirement for employers to track and log incidents that occur in their workplaces. If employers are not required to track incidents, how will we get a continuous stream of data coming in?
This is a flaw in the bill, and we would like it to be corrected.
Unfortunately, my colleagues across the aisle voted against certain amendments proposed by my colleague from Jonquière, an NDP member who has been working on this bill in committee since the beginning. She also worked on the clause-by-clause study of the report. She proposed 17 amendments, but only 3 amendments were adopted. 
The existing joint health and safety committees, especially in unionized workplaces, are currently authorized to receive and investigate complaints. The interesting thing is that joint committees have become expert resources, because they have been around for decades. They know the culture of the workplace, because their members come from that workplace. Employers are represented, but employees are too. There is also a diversity of experts who can meet the needs of the victim or the person who needs help. They are diverse in terms of age, sex, religion, and culture. This makes it easier for the person to feel at ease and report wrongdoing. That helps ensure that reports stay confidential.
The Liberals decided to exclude joint committees from receiving complaints and conducting investigations. That is a problem. All of the witnesses said that the contribution of these committees needed to be incorporated into the act, but the Liberals decided not to do that. We do not know why because they did not give any explanations.
Joint committees are a functional mechanism for dealing with harassment. As I was saying, joint committees have a lot of experience and a diverse group of investigators. These committees offer a lot of training and do a lot in the way of prevention. The government is saying that we need to change workplace culture, and these committees are part of that. The different points of view of these investigators are necessary in order to better understand the victim's living conditions both at work and outside of work. Finally, these committees will not be able to receive complaints. As I was saying, the government can remedy this situation by implementing regulations that would allow these joint committees to receive complaints. I sincerely hope that the government will do that. If the government really wants to provide all the necessary tools to make victims feel comfortable in a situation where their voices are heard and what they say is kept confidential, it needs to include these mechanisms in the bill. Employees need to have the opportunity to turn to joint committees or have access to other resources. That is a choice that helps victims decide which approach is best for them.
Another flaw I could talk about is the lack of assistance regarding internal policies. Employers should have to develop an internal policy. This should be part of the Canada Labour Code. The Standing Committee on Human Resources, Skills and Social Development and the Status of Persons with Disabilities heard from a number of employers, who asked for assistance and clearer guidelines. Some workers even suggested creating a code of conduct, because the notion of immediate assistance is not clear, nor is it clear how to handle cases and ensure confidentiality of private information. If employers do not know how, an internal policy in the Canada Labour Code would really help employers and employees feel respected.
In conclusion, I want to say that without codes of conduct and without financing, women who do not have the resources to follow up on their complaints could continue to experience harassment and violence.
Karine Gagné, the coordinator of C.A.L.A.C.S. in Salaberry-de-Valleyfield, supports women as they go through their legal processes and psychological recoveries every day.
She and her team helped more than 500 women last year. Victims of harassment and violence know that complaints will, unfortunately, be mismanaged if there is no joint committee or clear internal policy.",New Democratic Party,Salaberry—Suroît,Anne Minh-Thu Quach,Female
2018-05-07,"Madam Speaker, I thank my colleague for his question. We could certainly do a lot when it comes to prevention in schools. I am a teacher by training, so this is close to my heart. Today, however, we are talking about a government bill aimed at preventing harassment and violence in workplaces, and we want to improve this bill before it becomes law. 
As I said in my speech, if my colleague was listening carefully, at least three major aspects need improvement. We need to strengthen joint health and safety committees, not limit them, so that they can receive and investigate complaints. As for the five-year review of the legislation's effectiveness, we need to make sure that employers are required to register incidents so that up-to-date statics are available. Lastly, we need to ensure that employers' internal policies are integrated into the Canada Labour Code, which is not the case under this bill. We can certainly continue to improve it by doing other things too. There were 17 amendments that were rejected in committee. I believe that this Parliament still has work to do on this bill.",New Democratic Party,Salaberry—Suroît,Anne Minh-Thu Quach,Female
2018-05-07,"Madam Speaker, that is a very good question. Clear internal policies are crucial to ensuring that people feel safe in healthy workplaces. That is what employers want, and it is what workers and union representatives want, but Bill C-65 is silent on the subject.
There is no clear internal policy to help employers introduce codes of conduct for handling complaints, protecting information, and providing immediate assistance to their employees. They even proposed a code of ethics, which the Liberals rejected. Joint health and safety committees that include people within the organization who know the workplace and its culture and are made up of people of different ages, genders, cultures, and religions would have helped victims feel safe. None of that is in the bill as written.",New Democratic Party,Salaberry—Suroît,Anne Minh-Thu Quach,Female
