speechdate,speechtext,speakerparty,speakerriding,speakername,speakergender
2018-05-07,"Mr. Speaker, I will begin by stating that the official opposition intends to support the bill before us today at third reading stage, even though it is not perfect, to say the least. I will have an opportunity to say more about that in a few minutes. 
 We support the bill because harassment has no place in our workplaces and we welcome any initiative or measure that eliminates harassment and violence from our workplaces. 
Members will recall that the government introduced this bill only six months ago, on November 7, 2017. That may seem a long time ago for those listening at home, but it is rather quick for a legislative process. It proves that the opposition parties and the government have shown good will in advancing a bill that tackles a societal problem. We need only think, unfortunately, of all the scandals that have come to light in recent months and years. I agree with the Parliamentary Secretary to the Minister of Employment, Workforce Development and Labour that it is important to change the mentality of tolerance for these types of totally unacceptable behaviours, gestures, and actions in our workplaces. 
The bill before us today, namely anact to amend the Canada Labour Code, harassment and violence, the Parliamentary Employment and Staff Relations Act and the Budget Implementation Act, 2017, No. 1, covers approximately 8% of the workers actively employed in Canada. Who does it cover? It covers federal public service employees and federally regulated employees. The other part of the bill, the part that the opposition welcomes, applies to political staffers who are currently in a grey area, a legal limbo that leaves victims of harassment even more vulnerable. The bill covers federal employees and employees in federally regulated workplaces, but it also more broadly covers Parliament Hill staffers. That is a good thing, and it is one of the reasons why we support the bill. 
I will start by listing three good points about the bill that convinced us to support it and for which the government has agreed to make amendments. We would have liked to see the government go much further, because our goal as the official opposition was to make this bill put the victim first. Unfortunately, in this case, as in many other cases, the current government was not willing to go as far as we would have liked. 
We are confused because there is only a single definition for the words “harassment” and “violence”, which is completely illogical. The opposition fought to ensure that the bill contains at least one definition. The unfortunate thing about this government is that the Liberals sometimes tend to not want to put a name on things, and that can create confusion. At least there is a definition now. It is not perfect, but there is a definition of harassment and violence. A colleague read that definition just a few moments ago, but I am going to read it again because it is important. 
 [H]arassment and violence means any action, conduct or comment, including of a sexual nature, that can reasonably be expected to cause offence, humiliation or other physical or psychological injury or illness to an employee, including any prescribed action, conduct or comment; 
Were it not for the opposition's hard work, there would be no definition in this bill, even though that is very important because the definition serves as a framework for developing the regulations and enforcing the act. It was the opposition that proposed an amendment regarding the definition.
Another amendment I will call the pièce de résistance was also made. In that regard, I would like to recognize the remarkable work of my committee colleagues. I want to recognize the work of my colleague from British Columbia, the hon. member for Langley—Aldergrove, who also worked overtime to help move this bill quickly through the House. The young member for Battlefords—Lloydminster also did an outstanding job. We had the support of other members, particularly my colleague from Lethbridge, who proposed an amendment that made us feel a lot better about supporting this bill. The amendment I am talking about is what I would call the firewall amendment. In our democratic system, it is crucial to maintain the independence of the various branches of government. There is the executive branch, represented by the government, and the legislative branch, represented by Parliament, or the House of Commons and the Senate.
One of our main concerns about the original version of the bill was that it opened the door to government interference in the affairs of parliamentarians. It undermined the independence of parliamentarians, which is completely unacceptable. That said, we must ensure full compliance with the law when such despicable events happen in the parliamentary environment. My colleague from Lethbridge proposed a very sensible amendment that would ensure that all complaints regarding harassment or any other offence under the labour code would land on the desk of the deputy minister. This amendment was designed to prevent political interference.
We often used the same example in committee; it concerns all governments, not just the current one. If a political staffer, either male or female, says they have been the victim of harassment on the part of a minister, we must ensure that their complaint is dealt with independently, without political interference. That is what the amendment does. I would even say that it was so well worded that it also prevents people from using occupational health and safety issues to interfere in parliamentary offices. Thus, the objective has been met thanks to the amendment brought forward by my colleague from Lethbridge, and I thank the government for accepting it. It will prevent all insidious political interference in the process. That is a good thing. Thus, we now have a definition and a firewall of sorts. 
Other measures were introduced through amendments that we proposed to ensure that the government focuses on supporting and helping the victims, as it promised it would. The government talks a good game, but we wanted to ensure that the small steps being taken were taken responsibly, and these amendments will certainly help with that. 
As I was saying, we had some serious concerns about this bill before it was sent to committee. We were concerned about the provisions on mediation, the risks of political interference in investigations into workplace harassment, the definition of key terms, and the priority given to protecting victims and their rights. For example, according to the previous wording of the bill, a person who was a victim of harassment by their immediate supervisor had to deal directly with their harasser, meaning the very person who attacked the complainant.
Hon. members can appreciate how that might put the victim in an awkward position. An amendment was proposed to ensure that the complainant could talk to a third party. Let us not forget that this applies to all federal public service employees. Accordingly, in some cases, we could be talking about corporations or small businesses, unionized or not. It was important for us to consider these realities. That is why we proposed an amendment, which was accepted, in order to ensure that a victim does not have to go through their harasser in the event that the victim feels that the situation warrants a formal complaint.
The Conservative members of our committee also successfully introduced an amendment to establish strict deadlines for harassment investigations so they are completed in a timely fashion. This bill requires companies to adopt a harassment policy and enforce it through mediation and, when necessary, investigations by independent investigators. This bill is designed to prevent victims of harassment from being victimized twice. That is what happens when a victim of harassment gets involved in a process that ends up being a whole new nightmare when it comes to delays. We introduced provisions that will make this whole process regulation-based and not in the act itself. We will hold consultations with various stakeholders to establish timelines for the process. 
Our team also introduced and supported mandatory sexual harassment training. One of the main focuses of the government's approach in this bill is prevention. If we want to eliminate harassment, we must work on prevention. Here in the House of Commons, this group of parliamentarians currently receives training on this issue. Training is key to changing mindsets. This was missing from the bill, but there is now a training component in the bill as a result of our proposed amendments. Obviously, we have to consider the realities of the labour market, but a variety of options can be put forward to make the process effective and rational. 
Furthermore, an amendment was proposed to allow former employees who had claimed to be victims of harassment to file a complaint. To protect the integrity of the process, I brought up a firewall clause. All of this can be done within a reasonable time. Another important measure is that the bill could be reviewed in five years. One of my colleagues proposed this amendment.
There is one amendment to the bill that I wish had been accepted but, unfortunately, it was rejected outright by the government. We were disappointed because the amendment would have ensured that a victim could turn to the Department of Employment, Workforce Development and Labour if they thought the process was not being conducted properly. One of our ongoing concerns is that potential victims will have to jump through hoops if they must first turn to their employer to file a complaint. The employer will initially suggest mediation, then there will be an independent investigation, and, after that, recommendations will be made. 
Another area where the bill is weak is in the application of sanctions if the investigator makes recommendations in a case of harassment. 
When an individual believes that they have been wronged, how can they resolve the situation and move forward if, as in past cases we have seen, the employer has not fully accepted its responsibilities? Now, with this legislation, the government will be able to tell companies to do their job and apply the law. We are aware of the delays this may cause. 
That is why the official opposition moved an amendment to have section 127.1(1.1) read as follows:
 In the case of a complaint relating to an occurrence of harassment or violence in a work place at which less than 20 employees are normally employed, the employee who believes on reasonable grounds that there has been a contravention of this Part may refer his or her complaint to the Minister in accordance with subsection (8). 
I have to say, the federal government is not leading the way in addressing harassment and sexual violence. Several provinces, such as Quebec, instituted processes and mechanisms over a decade ago that allow employees to report harassment directly to the department of labour, which in Quebec is known as the Commission des normes, de l'équité, de la santé et de la sécurité du travail, or CNESST. Sadly, this option currently does not exist in the federal government because investigators examine only the process, not the ins and outs of a particular situation. The government really missed an opportunity here. It could have addressed the unfortunate issue of harassment and violence in the workplace much more vigorously. That amendment was rejected. It was intended to give the bill more teeth and provide victims with a tool to ensure that the employer's process is carried out properly. This was regrettably a missed opportunity.
Awareness is another issue that gets little mention in the bill. We asked for mandatory training. The government says a lot of things, but it needs to provide the necessary tools. There was no mention in the minister's remarks and subsequent discussions with government colleagues of any measure for monitoring compliance with the spirit of the act by raising employee awareness, whether in the public sector, on Parliament Hill, or in the private sector.
For these reasons, we believe the bill could have been better, but as the saying goes, a bird in the hand is worth two in the bush. We therefore plan to support this bill.
I want to thank all the committee members, especially the chair, the member for Cambridge, who did his job well. He made sure the bill moved forward in a very quick and timely fashion so that we could pass this bill and send a message that the Parliament of Canada does not tolerate workplace harassment.",Conservative,Bellechasse—Les Etchemins—Lévis,Steven Blaney,Male
2018-05-07,"Mr. Speaker, I thank my colleague from Rivière-des-Mille-Îles for her question and her interest in this important issue.
I think that, today, all parliamentarians recognize that we need to do everything in our power to eliminate harassment. As I explained in my speech, there are additional measures that we would have liked the government to implement. In committee, we managed to ensure that the bill would be reviewed in five years. In my opinion, one aspect of the act that will need to be reviewed is the one that I talked about in my speech, and that is to ensure that Labour Canada inspectors are able to intervene and serve as an avenue for victims, which is not currently the case. Right now, employers must follow the process but that option is not made available to victims. I like what they have done in Quebec. Five years is a long way off, but as the saying goes, it is never too late to do the right thing.
It is important that the Government of Canada and Parliament send the message that we take harassment seriously and that we are putting measures in place to eliminate harassment in our workplaces.",Conservative,Bellechasse—Les Etchemins—Lévis,Steven Blaney,Male
2018-05-07,"Mr. Speaker, I thank my colleague from Quebec for her comments. We did indeed have the opportunity to work together on improving this bill.
I would like to start by saying that the amendment supported by our party was to ensure that victims who lodge a complaint in a unionized workplace have access to a representative. It is a big deal for a victim to lodge a complaint against an organization, so it would be good to have support. We were pleased to support my colleague's amendment to this effect. 
With respect to her kind words about working with Conservatives, I will say, for the third time today, as the saying goes, “try it and you'll love it”. I hope that we will have the chance to work together again on other bills.
As for her specific question, there is indeed a definition that combines two words. It is quite rare to see one definition for two different concepts. The bill is now before the House of Commons. It will go to the Senate and will be reviewed in five years. I think we should make a clear distinction between “psychological harassment” and “violence”, because the current definition does not do so. I know that my colleague agreed with me. We would be on the same side in this battle.",Conservative,Bellechasse—Les Etchemins—Lévis,Steven Blaney,Male
2018-05-07,"Mr. Speaker, that is a great question, and I thank my colleague opposite for it.
The committee members all wanted to eliminate political interference. That is why they unanimously agreed to the amendment proposed by my colleague from Lethbridge after a convivial discussion. It was a breakthrough because this important amendment enabled all parliamentarians to recommend supporting the bill, which does not change the rights of parliamentarians but does institute zero tolerance for sexual harassment in the workplace.
That was one bright spot for the committee. I wish there had been more on other issues that we feel are just as important, especially when it comes to victims, but we must give credit where credit is due. This amendment was agreed to unanimously, and it is without question an improvement over the original version of the bill.",Conservative,Bellechasse—Les Etchemins—Lévis,Steven Blaney,Male
2018-05-07,"Mr. Speaker, I listened carefully to the member for Bellechasse—Les Etchemins—Lévis.
He told us a lot about the committee's work, which several opposition members contributed to. He also mentioned specific missed opportunities, amendments that would have made the bill more helpful to people dealing with the kinds of situations this bill strives to address.
As my colleague said, everyone on this side of the House, myself included, intends to support this bill. However, I would like to hear more from him about the amendments the committee could have made, amendments the Senate may consider in the future.",Conservative,Calgary Shepard,Tom Kmiec,Male
2018-05-07,"Mr. Speaker, I thank my colleague, the hon. member for Calgary Shepard, a young parliamentarian with a bright future ahead of him. I had the privilege of knowing him before he became an MP. Time certainly does fly.
Indeed, it is important to call a spade a spade. We have taken a step in the right direction when it comes to definitions, but it is not enough. In order to create effective regulations, it is important to define and distinguish the difference between harassment and violence. Furthermore, as I was saying, we should always try to put ourselves in the victims' shoes. We know how hard it is for them to file a complaint. We must also protect the rights of all those involved.
The department of labour will play an active intervention role, which is currently not the case. On that point, as a result of the committee's regrettable dawdling, Canada has now fallen behind. We would like Canada to be a leader. This is a missed opportunity, but there will be other opportunities, including in the Senate, as my colleague mentioned, and during subsequent stages, to provide additional tools to eliminate harassment in our workplaces.",Conservative,Bellechasse—Les Etchemins—Lévis,Steven Blaney,Male
2018-05-07,"Mr. Speaker, I hope to meet those very high expectations you have set with your remarks. 
I am thankful for the opportunity to speak to Bill C-65. This legislation would address harassment and violence, including sexual harassment and sexual violence, in federally regulated workplaces, and for the first time, importantly, right here on Parliament Hill.
 Our government’s position on this is no secret. We have been saying it for some time now: harassment and violence of any kind are unacceptable and we have a clear, zero-tolerance stance on the issue. 
Bill C-65 uses the most effective legislative and policy levers possible to help put an end to workplace harassment and violence and their consequences, in Parliament and in all federally regulated workplaces. We all know that the distinct power imbalances found here on Parliament Hill can cause damage to working relationships and also to the people who work here. These imbalances perpetuate a culture where some people with a lot of power use it, knowingly or unknowingly, to victimize others. However, this culture is not exclusive to the world of politics.
According to a 2018 Angus Reid study, 52% of Canadian women have experienced workplace sexual harassment and 28% were subject to non-consensual sexual touching. While those numbers are outrageous, what is maybe most staggering is that 89% of the women surveyed reported they have taken steps to avoid unwanted sexual advances. That is nearly nine in 10 women having to deal with inappropriate behaviour when they are trying to do their job.
If the recent #MeToo and Time's Up social media movements have taught us anything, it is that workplace harassment and violence, and in particular sexual harassment and sexual violence, are toxic behaviours that affect a shocking number of people. This issue is pervasive, not only in the workplace but across our entire society. It is a problem that has been going on and tolerated for far too long. Only now are we calling out this behaviour and saying, “No more. This has to end here.” 
Having these conversations and changing the discourse are extremely important, but we cannot let this momentum die. We also have to take concrete, lasting action. That is precisely what we want to do with Bill C-65. 
Essentially, the bill would help put an end to workplace harassment and violence by requiring employers to take action on three specific fronts: preventing incidents of harassment and violence, responding effectively to those incidents when they do occur, and, finally, supporting affected employees.
I am incredibly proud of the House for the unanimous support the bill received at second reading, as well as the positive feedback it received at committee. Now we are calling on the House to continue that full support of Bill C-65 at third reading.
It is our job as a government to stand up for the rights of all Canadians. Everyone deserves to work in an environment free from harassment and violence. This is why we introduced Bill C-65 in November of last year after consulting stakeholders, experts, and Canadians across the country.
Canadians told us that incidents are still vastly under-reported. They told us that, when incidents are reported, the follow-up, if any, is often ineffective and flawed. 
We also consulted with MPs and senators, who made it clear that these behaviours need to be addressed. We heard similar sentiments through many committee consultations with experts and interested parties. 
The message has been incredibly clear. What we have in place today is not doing the job. We need a comprehensive approach that focuses on preventing behaviours before they happen, responding effectively when they do, and supporting survivors after the fact. With Bill C-65, I have confidence that we are doing just that.
The basis of this initiative is the protection of employees through preventative measures that would ensure that harassment and violence do not happen in the first instance. The amended Canada Labour Code would specifically require employers to prevent such incidents and protect employees from these behaviours. I would ask members to allow me just a moment to explain.
Employers would be required to have a workplace harassment and violence prevention policy that is developed with employees through their workplace committees. Employers would also need to ensure that their employees receive training, and that they themselves undergo training, on the prevention of harassment and violence in the workplace. 
Employees who believe they have been victims of harassment or violence, or have witnessed these behaviours, as a first step would report the incident to their employer or a person designated in the workplace harassment and violence prevention policy, and they would have to work to resolve the issue.
While informal resolution would be emphasized, the employee-driven resolution process would provide employees with the option of bringing in a mediator or having a competent person appointed to undertake a formal investigation.
If a competent person is appointed, following the investigation that person would issue a report, and the employer would be obligated to implement all recommendations or corrective measures set out in that report. Details regarding the informal resolution and investigation processes, including time frames for completion, would be set out in the regulations. 
If the employee believes that the employer has not respected any part of the code or the regulations, he or she could file a complaint with the labour program. Labour program officials would then investigate and take enforcement action if they found that a contravention of the code or its associated regulations in fact occurred.
Reporting an incident requires a lot of courage. I have an enormous amount of respect for those who do choose to come forward, because fear of reprisal and stigma associated with being a victim of harassment or sexual violence can be a powerful deterrent to those who want to report an incident. The proposed amendments to the Canada Labour Code would protect the privacy of employees but encourage those who are victimized to come forward at the same time.
Finally, under Bill C-65, employers would be required to support affected employees, with details to be identified through the regulatory process.
In addition, the labour program would put in place an outreach hub and a 1-800 call support line, as well as education materials and tools to further support employees.
 Everyone deserves to work in an environment free from harassment and violence. These are far-reaching measures that I believe will make the workplace better for everyone; a place where personal growth is fostered and where people are permitted to express their talents and their skills.
I want to thank the members of the committee for their thoughtful review of Bill C-65 and their efforts to improve the proposed legislation. Members’ collaboration across party lines has led to important amendments that will strengthen our bill.
During the course of this study, it was my pleasure to sub in during a few meetings to really see the non-partisan nature of the important work that was taking place. For example, after careful consideration of the points raised by witnesses and members of the committee, we included a clear definition of “harassment” and “violence”. We also included a provision regarding mandatory training for employees and employers and specified that the department would now be responsible for producing an annual report. These measures are going to help ensure that everyone understands their rights and responsibilities and that we are kept accountable by measuring our progress and addressing negative trends if and when they arise.
Thanks to the hard work of the committee and those who shared their insights and expertise, I believe that what we have before us today is a strong piece of legislation that will make a real difference in the lives of millions of Canadians. While Bill C-65 will only apply directly to federally regulated and parliamentary workplaces, it will send a clear and important message that these behaviours are not acceptable, anywhere, and we cannot afford to tolerate them any longer. 
I call on all members of Parliament, regardless of political affiliation, to do the right thing once again, as they did at second reading, and show their support for this important bill. Together, we can finally help eradicate harassment and violence in the workplace in Canada.",Liberal,Central Nova,Sean Fraser,Male
2018-05-07,"Mr. Speaker, I would like to take this opportunity to celebrate the hon. member's outstanding work in putting women forward who come from different backgrounds. The recognition of the intersectional nature of harassment and violence cannot be overstated here.
When we fail to educate employers and employees on the rights and the need to not only encourage people to come forward, but to also deal with complaints appropriately, we fail all of society not just the individual who has been affected. When women of colour, women from different backgrounds, or people who suffer discrimination in different ways are not able to be their full selves in the workplace, the entire Canadian economy and society suffers as a result. We need to create rules and environments to allow people to be their best selves. When my neighbours are discriminated against, that does not just affect them, it affects me in my workplace as well.",Liberal,Central Nova,Sean Fraser,Male
2018-05-07,"Mr. Speaker, I have had the pleasure of working with the hon. member across the aisle while she served capably as the chair of the status of women committee.
This is an important issue. The person investigating a complaint cannot have some kind of partisan interest, recognizing that the minister may not be from one party or another at any given point in time. I understand that the committee considered this and in fact agreed on an amendment that passed the power to oversee those cases to the deputy minister, who is not necessarily in a partisan role. As we know, when the government changes, the civil service may remain the same. Although I was not part of the conversation at the time, this was one of the issues on which committee members were able to demonstrate their ability to co-operate to ensure the public had faith and confidence in the process and that it would not be abused for partisan gain.",Liberal,Central Nova,Sean Fraser,Male
2018-05-07,"Mr. Speaker, I am thankful for the opportunity to rise today to speak to Bill C-65. I will be sharing my time with the member for Calgary Nose Hill.
At the outset, I would like to say that the opposition party is in agreement with the bill, the harassment act for federally regulated workplaces, including this parliamentary precinct and indeed Parliament Hill. Several amendments were made at committee, and I will be speaking to those amendments specifically.
 There are current critical movements and campaigns to empower victims of harassment, and those campaigns very sincerely reminded the world that harassment is intolerable in any circumstance. 
Canada's Conservatives are proud to support Bill C-65 as it comes to the House at report stage, with our proposed amendments to ensure that complaints of harassment are dealt with in a non-partisan and timely manner. I will outline some of those amendments in a few minutes.
As representatives and leaders for Canada, it is our job to be proactive in our approach to standing against workplace harassment. I speak for myself and for members on this side of the House when I say that it is something we take very seriously within our own workplaces, because we are employers. We are employers of parliamentary staff who work not just in our Hill offices, but in our constituency offices. It is very important for us to set an example, and I believe Bill C-65 sets that example and sets a standard that all employers should follow with respect to federally regulated workplaces.
The bill focuses on three areas: preventing workplace harassment, responding to it, and supporting those who feel they have been harassed. There has been a tremendous amount of support shown for victims of harassment and bullying.
Bill C-65 went to committee, and there was a tremendous amount of work done by the committee. From speaking to our members, I know there were some issues with the bill as it came to committee, but all committee members came together to propose amendments to the bill that put a little more meat on it, considering some of the concerns that were first introduced. 
I will read a quote from Manon Poirier, of the Chartered Professionals in Human Resources Canada. At committee, she said: 
 Bullying, harassment, and sexual violence have no place in today's workplace, yet according to a survey conducted for the federal government, 10% of respondents said that harassment is common in the workplace, and 44% said that while it is not frequent, it happens. Most respondents agreed that incidents are under-reported and often dealt with ineffectively. 
According to a report of the Human Resources Professionals Association, one third of women and over 10% of men have been sexually harassed at work. I think all members of the House would agree that this statistic is unacceptable and cannot stand to reflect the future of Canadian workplaces. It is our intent to create and set that example.
The Conservative Party introduced an amendment to avoid political interference in political offices during harassment investigations. That was a very important amendment that was put forward to make the investigation into harassment allegations free of political interference and political influence. That is one thing that I think all members would agree was very good in terms of the amendments that were proposed. It is also important that investigations not be seen to be intertwined with the perception of political interference.
The amendment transferred from the Minister of Labour to the deputy minister, a non-partisan civil servant, investigations involving the offices of members of Parliament. Again, this will preserve the integrity of the investigation process.
Another amendment ensures that strict timelines for investigations into incidents of harassment are in place to ensure investigations are carried out in a timely manner. Our committee team introduced and supported mandatory sexual harassment training as an essential part of the bill. I know several members of the House have already participated and have been engaged in the sexual harassment training. I know my mandatory session is coming up, and I look forward to participating in that.
At committee, Greg Phillips, the president of the Canadian Association of Professional Employees, summed up the importance of supporting not only those who had been harassed, but also their colleagues. He stated:
 ... the colleagues of an employee who receives a minimal resolution are less likely to come forward with their own cases of harassment. When someone sees a very minor penalty being implemented against the employer in a harassment complaint, nobody is going to want to file a harassment complaint...That workplace then becomes a toxic environment where nobody wants to work, and if they're working on something fundamental to the government, the most qualified employees aren't going to want to go there. 
That is a very important point. It is very important that those who are dealing with issues of workplace harassment, sexual or otherwise, have their voices heard. Certainly, those situations are taken seriously by the members and by the House.
As the opposition deputy whip, I and the hon. member for Milton, whose birthday it is today, have been part of the subcommittee that has worked to ensure the code of conduct for the members of the House of Commons addresses complaints of sexual harassment. We have been working very closely. I am not in a position to discuss the details of our work because we are in the draft stage of the report , but it is very important work. It is work that has dovetailed the work of the PROC committee on harassment in the workplace among members.
 The discussions at committee have progressed very well. All members have acted accordingly, with an understanding of the importance of this issue, with member-on-member complaints. I think the House, once the report comes, will be very pleased, because it was a consensus-building approach to the recommendations of this report. The expectation is that the report will be coming out very soon.
 The House staff who were involved in that, namely Mr. Parent and Mr. Dufresne, were instrumental in ensuring that we, as members of the committee, were effective in our mandate from PROC in dealing with that committee. 
Sexual misconduct and sexual harassment have no place in Canadian society, especially within our political system if we are to provide an example. From the experience of serving the residents of my riding as a ward and city councillor, I understand that safe workplaces entail freedom from all forms of harassment. As a proud parent of four, my hope is that their workplace is as committed to preventing and addressing harassment as the House is today. Harassment is an issue that may evolve again, considering that cyberbullying, for example, is so prevalent within our society. As such, Conservative committee members also introduced and supported a mandatory review every five years. 
I appreciate the work that was done at committee by not just members on our side, but on all sides, who came together to support Bill C-65. Combatting harassment is a pressing need in Parliament. Parliament and political leaders need to set the example, need to be the high bar for safe workplaces across Canada. Let Parliament Hill be the standard by which we will measure success in stopping all forms of harassment and creating a climate of respect for all.
 We want to ensure that governments today and in the future focus on supporting victims as we have pledged to do. As a father, an elected official, and an employer, it is my responsibility to lead by example and to instill the qualities of a harassment-free workplace.",Conservative,Barrie—Innisfil,John Brassard,Male
2018-05-07,"Madam Speaker, I would like to share a story with the member about a conversation I had with a constituent of mine last Saturday at McDonald's. She talked about how nice it was to see Parliament moving so quickly on this issue and that there had been a high sense of co-operation. In that discussion, we talked about education and how important it was with respect to dealing with issues like harassment. One of the topics focused on how important it was for Ottawa to not only work with different stakeholders but to work with school divisions in particular. We talked about this being a possible way to ensure that our young people benefited through education so we could prevent harassment going forward.
I would be interested in my colleague's comments on the importance of education and combatting harassment.",Liberal,Winnipeg North,Kevin Lamoureux,Male
2018-05-07,"Madam Speaker, I know the hon. member does spend a lot of time at McDonald's on Saturdays, talking to his constituents, and I am sure having a lot of McCafé coffee.
We have seen a heightened awareness of the issue of sexual harassment over the last six to nine months, certainly in Hollywood with respect to various celebrities and others as well. Quite a bit of education goes on in the school system in the city of Barrie. In fact, there are safe spaces for students who are part of the LGBTQ community. Therefore, we are getting to the point right now where we are educating young people on the areas of harassment, sexual or otherwise, and bullying, and we are seeing a general sense of intolerance toward it.
 We have seen such things as the pink shirt campaign, for example, based on the unfortunate circumstances that happened in Nova Scotia. This has really become prevalent. Canadians are coming to their senses and certainly understanding that harassment in all forms is unacceptable.
 I am glad to see that in my city, the Simcoe County District School Board has placed a significant emphasis on teaching young people that all forms of harassment are unacceptable.",Conservative,Barrie—Innisfil,John Brassard,Male
2018-05-07,"Madam Speaker, certainly the issue of mental health and the psychological effects of harassment are significant issues. As a former president of the firefighters union in my local municipality, we pushed the municipality to better understand the impacts on mental health and the psychological effects. More important, it was to provide that harassment-free workplace. That is not to say there were not issues of harassment, there certainly were. At the time, the victims of the harassment could come forward and feel like they were being dealt with in a proper manner.
 However, it speaks generally to the issue of mental health across the country. I am of the personal belief that mental health needs to be treated as equally as physical health and the effects it has in all aspects. In Ontario, we know that 10% of the health care cases are mental health cases, yet only receives 7% of the funding, for example. Therefore, much more can be done with respect to mental and psychological health.",Conservative,Barrie—Innisfil,John Brassard,Male
2018-05-07,"Madam Speaker, it is encouraging when we see members from all sides of the House coming together and recognizing a very important social issue, and then contributing in a positive way, whether during second reading or at committee stage. From what I understand, there was a great deal of dialogue and a lot of passion with respect to the presentations that were made, and a number of amendments were built through consensus and then passed. It is a given that not everything was resolved. However, it was quite encouraging to see that sense of co-operation in recognizing the importance of the issue we are debating today.
I wonder if my colleague from across the way can provide her thoughts with respect to the degree to which it is better legislation today because of the amendments that were brought forward in such a consensus fashion.",Liberal,Winnipeg North,Kevin Lamoureux,Male
2018-05-07,"Madam Speaker, I would like to address a couple of the concerns that the member has raised. With respect to a timeline, it should be noted we have added that, in the regulatory process, employers will have to act as quickly as possible. Not all investigations are the same; in other words, the cookie-cutter timelines do not necessarily work. This is about good investigations, which is what needs to be highlighted, not fast investigations.
I should also note that part II of the Canada Labour Code protects employees from reprisals.
Perhaps the member would like to add some of her thoughts with respect to that, or provide additional comment.",Liberal,Winnipeg North,Kevin Lamoureux,Male
