speech_date,text,speaker_party,speaker_riding,speaker_name,speaker_gender
2018-05-07,"Madam Speaker, I listened carefully to my hon. colleague's speech.
Under this bill, the legislation must be reviewed every five years. That is important, because our values and customs need to improve. I would like to hear my colleague's thoughts on the idea of enshrining this in law. I wonder if she could talk about the benefits of this five-year review and the reports that must be submitted annually.",Liberal,Rivière-des-Mille-Îles,Linda Lapointe,Woman
2018-05-07,"Madam Speaker, the member is absolutely correct. It was something I brought up during the committee study when I asked witnesses whether the legislation should be reviewed.
 It is important that we make sure legislation is working properly, and having that review in place will allow us to look back and determine which parts of the legislation were working and which parts were not. Quite honestly, if we find out within two years that a part is not working and we need to change it, we have that ability, but this will require every government in the future to make sure it is looking at the legislation to see how it can be approved.",Liberal,Oakville North—Burlington,Pam Damoff,Woman
2018-05-07,"Madam Speaker, during discussion of this legislation at the committee stage, an amendment was brought forward by the Conservative members regarding timelines. 
When a victim comes forward with a complaint and it is made official, as it stands right now there is no timeline in place with regard to how much time the investigation should take. It could take one year, two years, five years, or 10 years. This seems to re-victimize the victim because it lacks due process. 
I wonder if the member would like to comment on why the party opposite turned down this amendment and feels that it is in the best interest of victims to prolong these investigations.",Conservative,Lethbridge,Rachael Harder,Woman
2018-05-07,"Madam Speaker, we listened to the testimony that we heard at committee and we asked officials about the best way to frame the legislation. We framed the legislation based on the testimony we heard at committee.",Liberal,Oakville North—Burlington,Pam Damoff,Woman
2018-05-07,"Madam Speaker, I am really happy to be here today to speak to this very important bill.
With Bill C-65, our government is taking an important step towards building a country where all Canadians are better protected from workplace harassment and violence, including sexual harassment and sexual violence, and where victims of such abuse receive the support they need. I am certain that all members of the House will agree that we must ensure that no one is prevented from fully participating in society as a result of bullying, harassment, hate, or violence.
As a government, it is critical that all of us understand these phenomena, so that we can determine how to stop them. Over the past two years, we have consulted a number of stakeholders, our partners, and all Canadians to understand how the problem of harassment and violence is currently being handled in federally regulated workplaces. It became essential that we look at how to strengthen our anti-harassment and anti-violence measures. 
Two types of consultation took place: a public consultation through an online survey, and a series of round tables and teleconferences with stakeholders. Following those consultations, we prepared a report on our findings from the engagement activities we had held with the Canadian public, unions, employers, non-governmental organizations, academics, and other experts. The report was published in November, and I invite all members of the House and all Canadians to read it, if they have not already.
I want to spend a few minutes on our key findings. First, we noted that levels of harassment and violence remain high, even here in Canada. Although the survey was not representative, since all respondents self-selected, the results were nonetheless alarming. Harassment was the most common type of behaviour experienced by online survey respondents, 60% of whom reported having experienced it, while 30% said that they had experienced sexual harassment, 21% that they had experienced violence, and 3% that they had experienced sexual violence. Among respondents who had experienced sexual harassment, 94% were women.
The second finding from the consultations has to do with prevention measures. Although there are policies to prevent workplace harassment and violence, work must be done to raise employer and employee awareness of these issues. Awareness is part of prevention. If employers are more aware of the problem, they will be able to understand what is happening in their workplace and respond appropriately. We need to face facts. All too often, incidents are not reported, and when they are, the response is ineffective.
The third finding has to do with the measures taken in response to such incidents. Although 75% of online survey respondents who had experienced harassment or violence reported the most recent incident, 41% of them said that no attempt was made to resolve the issue. Of those respondents who did not report the most recent incident, many feared reprisals if they filed a complaint. Nevertheless, employers must ensure that their workplaces are free from harassment and violence. Despite everything, it is not always mandatory for employers to provide support mechanisms for victims.
The fourth finding of the consultations was that little support is currently available for victims of harassment and violence. Most respondents believed that employers, the government, and unions should be responsible for providing support to help victims feel safe and secure in their workplace. What is more, stakeholders told us that clear written policies are needed so that organizations know how to respond to allegations of workplace harassment and violence. It is therefore important to educate employers so that they can provide effective support for people who report acts of violence or harassment.
The last finding of the consultations has to do with under-reporting and insufficient data.
As I said earlier, people in these situations are afraid to file a complaint because they fear reprisals. Stakeholders agreed that appropriate data should be collected to track results. In the end, we concluded that the existing measures are just not good enough. There is no comprehensive system in place to prevent and address harassment and violence. Instead, we have a patchwork of federal laws and policies on these issues.
For example, violence is covered in part II of the Canada Labour Code, which applies to all federally regulated workplaces, including the public service. However, harassment is dealt with in part III of the Canada Labour Code, which does not apply to public servants, only to federally regulated private-sector employees. Moreover, neither part covers parliamentary workplaces. 
During our consultations, experts told us that we should treat occurrences of harassment and violence as a continuum of inappropriate behaviours, extending from teasing, which is not always funny, to physical violence. We need a comprehensive approach. We need to be clear about the sources of those behaviours and the consequences.
Essentially, we need a cultural shift. Grey areas are no longer good enough. We need to embrace the idea that Canada has zero tolerance for all forms of workplace harassment and violence. I am pleased to say that this bill reflects the consultations and will meet many of those needs. I am very proud of the work we have done on Bill C-65. This new legislation will initiate a cultural shift in federally regulated workplaces thanks to a new framework that will better protect employees from harassment and violence. It will go a long way toward de-normalizing harassment and violence by preventing and reducing these problems. 
In closing, as I said, the results of the consultations are clear: the measures in place do not go far enough. We must make it our goal to bring about a profound cultural shift that leads us to civility and respect and puts human rights above all differences.
Let us not forget that violence is born out of inequality and that inequality is born out of discrimination against women and others who are victims of it. It is therefore of the utmost importance that acts of harassment and violence are addressed at every level so that these injustices do not go unpunished. That is the purpose of Bill C-65.",Liberal,Rivière-des-Mille-Îles,Linda Lapointe,Woman
2018-05-07,"Madam Speaker, I thank my colleague from Rivière-des-Mille-Îles for her speech and for being one of many seeking change.
Under the Liberals' bill, employers need an internal policy to drive deep cultural change. That is what employers, women's groups, and union representatives wanted from the committee. They asked for clear guidelines in the Canada Labour Code so employers would know what constitutes an appropriate code of conduct.
A number of groups even proposed a code of ethics, but the Liberals rejected the idea for reasons known only to themselves. A code of ethics could have been added to the Canada Labour Code to help employers define their internal policies with the help of guidelines on immediate assistance, handling complaints, confidentiality, and protection of private information. 
Why is none of that available to employers, who do not really know what to do in terms of prevention and enforcing a framework that applies to anything that might happen in a workplace? That is something all the parties wanted, but the Liberals refused.",New Democratic Party,Salaberry—Suroît,Anne Minh-Thu Quach,Woman
2018-05-07,"Madam Speaker, I thank my hon. colleague for her question.
There are three very important elements of the regulatory framework that will be mandatory for employers, namely preventing harassment and violence, responding when incidents involving harassment or violence do occur, and supporting the victims of harassment and violence.
Many other things are also included in those three elements. Regarding the first one, preventing harassment and violence, employers must ensure that employees receive training and they must work with employees to put a prevention policy in place. Everyone needs to participate, employees and employers alike. As for the second element, responding to incidents involving harassment or violence, employers must respond within a specific timeframe to address the complaint and inform the complainant of the appropriate privacy safeguards in place.
There are therefore plenty of things in place to ensure that employers' obligations are taken into account.",Liberal,Rivière-des-Mille-Îles,Linda Lapointe,Woman
2018-05-07,"Madam Speaker, I thank my colleague from Rivière-des-Mille-Îles for her moving speech.
 As a member of the status of women committee myself, I heard many witnesses, including women from indigenous, immigrant, and LGBTQ2 communities, talking about several topics we have studied. We heard from many victims who did not have the courage to report their aggressor. As a female parliamentarian, I myself have been bullied—I am not talking about sexual harassment—and I reported the people who tried to bully me.
As a fellow female parliamentarian, can my colleague explain how a few years from now, after Bill C-65 passes, the new climate on the Hill might encourage more women to get into politics? Will this bill increase women's participation?
 How does she see—",Liberal,Vimy,Eva Nassif,Woman
2018-05-07,"Madam Speaker, there is no doubt that the more women we have on Parliament Hill, the more the culture will change. It is a deeply entrenched culture that we have to change.
Bill C-65 will help change the culture. There are three important things, as I was saying earlier. The regulatory framework seeks to prevent incidents, intervene effectively to support the victims and survivors, and help employers.",Liberal,Rivière-des-Mille-Îles,Linda Lapointe,Woman
2018-05-07,"Madam Speaker, I will be splitting my time with the hon. member for Portneuf—Jacques-Cartier.
I wish it were unnecessary for me to stand here today to speak to this bill. I wish that harassment and violence were actions of long ago and things of the past. I wish that discrimination were eradicated with the movement of Martin Luther King, Jr. and that when women were granted equal rights before the law, including the right to vote and own property, they were also guaranteed fair treatment at all times. I wish there were no need for Bill C-65, that it could be ruled redundant, outdated, or altogether unnecessary, but sadly, that is not the case, so here I am speaking to this piece of legislation.
“You look more beautiful than I remember,” he says, as he stares her up and down.
 “Nice skirt. It shows off the best parts of you,” he says, as he leans over to get a better look.
 “It's just fact. Men are better MPs than women,” he says to his colleague. “Women are too emotional to make good leaders.”
 “It is really nice to see you,” he says, as he moves his hand over her knee and toward her thigh. 
These are just a few examples of the comments and gestures women all too often face in this place and in other workplaces across this country. They might seem like innocent or playful comments or gestures to some, but they are, in fact, altogether inappropriate and unacceptable. While women are not the sole targets of harassment and violence, it is right to point out that women disproportionately are the recipients of unwanted gestures and comments like these. 
That said, it is important for me to state that the issue before the House is not a male-only issue, nor is it a female-only issue, nor is it a political partisan issue. In fact, the matter before the House is largely a power issue. Specifically, in this place, it has to do with the power imbalance that exists between employees and employers. Staff find themselves at the mercy of their employers. When it comes to hiring and firing, MPs have complete freedom to do so at will. At present, there are no overarching protocols or mechanisms of accountability in place to give guidance to this structure. An MP can hire or fire someone simply because he or she wishes to do so.
For every paid staffer, there are also dozens of interns who are looking for jobs, which then leaves staff having to be very careful about whether they report an incident. After all, they might lose their jobs, or they fear some other form of reprisal. 
We heard at committee that those who are mistreated by their employers are often afraid to speak out, because they fear what the repercussions might be. This imbalance of power without proper preventive measures and reporting mechanisms can create an environment that is incredibly unsafe for people to work in and can leave staff feeling as if they have no other option than to keep silent.
For these reasons, my colleagues and I welcome the initiative the government has put forward through Bill C-65. We have to work together as parliamentarians to create an environment that is free of harassment and violence, and to this end, those of us on this side of the House are committed.
As members of Canada's Parliament, we are meant to serve as role models. That is part of our job. We should strive for excellence in everything we do. We are called to function with the utmost level of integrity; to treat others with dignity, respect, and honour; to be humble; to work hard; and to serve the betterment of others. This is true public service. It is what we signed up for. That is why we are in this place. 
Bill C-65 is only a first step. On its own, the document before the House is not enough to put a complete stop to harassment and violence within this workplace or any other publicly funded workplace. Instead, I would contend that a culture change is needed. It is incumbent upon each and every one of us as members, as senators, as employers, and as role models to act rightly and to be above reproach at all times. We must take personal responsibility for our actions, and we must choose to treat others well. I will comment further on this in just a moment, but first permit me to summarize what Bill C-65 would achieve. 
Right now, federally regulated workplaces, including Parliament Hill, are without a streamlined approach when it comes to policies and rules on harassment and violence. Bill C-65 would actually amend the Canada Labour Code to require employers to do all they can to prevent harassment and violence from taking place in the workplace. Should a concern arise, the employer would then be required to investigate and report any incident brought to his or her attention. As part of this initiative, federally regulated employers would be required to have a sexual harassment policy in place and to report to Parliament how many complaints had been put forward over the course of time and how they had been handled.
We have always supported the intent of this bill, but before it went to committee, we had a few amendments we wanted to see made. Although we feel the legislation could be further strengthened by taking a stronger stand on behalf of victims, we are pleased with this bill overall and with where we are landing. 
There were a number of Conservative amendments that were adopted. One of the biggest concerns I had when this bill was first introduced was the fact that the labour minister would have the power to investigate himself or herself if a complaint were brought against him or her by an employee. This concerned me because it would put the employees who work for the minister in a very precarious situation. If one goes to their boss to complain about their boss only to have them investigate themselves, then that is a problem. We were able to put forward an amendment to fix this, which would take the power out of the hands of the minister and instead put it with the deputy minister, thereby allowing for the protection of a victim who might come forward with a complaint.
Furthermore, my Conservative colleagues and I successfully introduced an amendment that would protect against political interference regardless of the party that might be in power at the time. Originally, the legislation would have allowed the minister to conduct the investigation into any member of Parliament in this House. It would mean that the minister of labour could investigate a Conservative one way, an NDP another way, a Bloc Québécois another way, and a Liberal member another way. It would not have set a complete streamlined fashion by which all these investigations would have to be completed. It was partisan in nature.
Therefore, it also concerned me that there could be potential for political interference given the party of the day, whichever party that might be. This problem was resolved at committee by amending the legislation, again by putting the investigative authority or power into the hands of the deputy minister and out of the hands of the partisan minister who serves as minister for labour. Ultimately, this would preserve the integrity of the investigative process. I am extremely proud of the work accomplished in committee, and the fact that it had all-party support going forward.
Nevertheless, there is one amendment I feel very strongly should have made its way into this legislation, and unfortunately it did not. As Conservatives, we always take a stand for the victim—always. To this end, we introduced an amendment that would implement strict timelines for investigations into incidents of harassment to make sure that a victim's concern would be dealt with in a timely manner. Unfortunately, this amendment was voted down by the Liberals. As a result, an employee could effectively make an official complaint and the investigation could take one year, five years, or 10 years without there being any sort of recourse for that complainant. This concerns me, because that means the victim would be tied up in this process of a long investigation, perhaps could be re-victimized in that process, and there would be nothing that he or she could do about it. There needs to be a timeline placed on this in order to protect those coming forward with their vulnerable stories.
While this legislation would help create a more wholesome work environment, I believe more is required than just policy. As stated earlier, I believe it is incumbent upon each one of us in parliamentary roles to ensure we are doing all we can to prevent harassment and violence, including sexual harassment and violence, from becoming an issue in the first place. We can do this in a few ways. We can have clear, comprehensive policies in place, and make our expectations very well known within our offices. Furthermore, we can participate in sensitivity training and ask our staff to do the same.
When we witness inappropriate conduct, we can also call it out for what it is. It is not okay to make sexual jokes, touch without consent, intimidate others, use rude or insulting language or gestures, use derogatory language or name-calling, make sex-related comments about a person's physical characteristics or actions, and it is certainly not okay to share intimate photos. These are the types of behaviour that we can start to call out in this place, thereby allowing ourselves to participate as a collective in creating an environment where everyone gets to thrive.
To see lasting change, I believe a cultural change is necessary. This is a matter of the human heart, and we will need to work together in order to achieve the culture we desire in this place. This policy before the House is one good step in that direction. It is incumbent upon all of us to make a personal choice to participate in the lasting changes.",Conservative,Lethbridge,Rachael Harder,Woman
2018-05-07,"Madam Speaker, I would agree with the hon. member. As I said throughout my speech, during the committee stage, when we were discussing this piece of legislation and bringing forward amendments, I would draw some attention to the one that I was most passionate about, which was taking the power out of the hands of the labour minister and putting it into the hands of the deputy minister. In doing so, we make it non-partisan. We make it so that an investigation is an investigation is an investigation. There is a proper procedure that is followed, no matter the party being investigated or the party that the member belongs to. That was a good example of where the committee was able to come together. The members were able to discuss it and come to a consensus on an item that I believe very strongly strengthens this bill.",Conservative,Lethbridge,Rachael Harder,Woman
2018-05-07,"Madam Speaker, I understand that pulling off an investigation and having it done well can take some time, and that not every investigation is the same. That is certainly true. Therefore, I want to account for that. 
At the same time, one of the things we heard from witnesses who came before the committee was the incredible fear they had of coming forward with their stories and asking for action to be taken on their behalf. These individuals certainly did not want the process to last years on end without any sort of wrap-up process, declaration, or decision being reached. Therefore, it is incumbent upon this House to put regulations in place with respect to that timeline in order to make sure that a victim's needs are met, that the investigation is carried out in a timely fashion, and that she or he is not revictimized by the process itself, as there could be some exploitation that takes place in an extended timeframe.",Conservative,Lethbridge,Rachael Harder,Woman
2018-05-07,"Madam Speaker, I would like to reiterate the fact that many of the speakers this afternoon have talked about legislation and regulation as important steps, but that a cultural change on Parliament Hill, within our workplaces, is the work that we all still need to be doing. I wonder if my hon. colleague would like to comment on some of the things she would like to see us do immediately. We know that prevention and intervention are not enough and that we have to change the culture.",New Democratic Party,Saskatoon West,Sheri Benson,Woman
2018-05-07,"Madam Speaker, I would draw back to some points that I made in my speech. One is certainly policy, and putting policies in place even within our offices. As an employer, it is my responsibility to talk to my staff with respect to what my expectations are, and what is appropriate and not appropriate. It is my responsibility as an employer to talk to my employees if I notice anything that is out of line. It is my responsibility to hold myself accountable and to make sure I am treating my employees with the utmost respect and honour, and that I am functioning with the greatest amount of integrity possible. Those are the sorts of decisions that we as MPs within this place have to make on a daily basis.",Conservative,Lethbridge,Rachael Harder,Woman
2018-05-07,"Madam Speaker, I thank my colleague opposite for his speech on this bill and I would like to ask him some questions.
All political parties put partisanship aside and agreed on the amendments in committee. Everyone agrees that this bill will result in major changes. Of course, there is much work to be done, but it is a good start.
Can the member explain how this bill will bring about a change in the culture with respect to sexual harassment and violence here on the Hill and across the country?",Liberal,Vimy,Eva Nassif,Woman
2018-05-07,"Madam Speaker, indeed, the committee that studied this bill was truly a non-partisan committee. There are some flaws in the bill, and I would like to hear my colleague's thoughts.
Some young women, my age or younger, are working in precarious situations. These women do not necessarily have access to joint health and safety committees. Under this bill, joint health and safety committees will not be allowed to receive complaints and investigate. They were previously allowed to do so. 
All of the unions recommended that this remain a practice, since there are many experts on these joint committees and training is provided. There is a wide range of experts who can investigate issues related to culture, language, gender, or age. This would give victims and survivors a sense of trust and enable them to come forward with confidence.
However, the Liberals voted against this amendment and they did not explain why. This would actually enable women to come forward.",New Democratic Party,Salaberry—Suroît,Anne Minh-Thu Quach,Woman
2018-05-07,"Madam Speaker, I will be sharing my time with the member for Nanaimo—Ladysmith.
I am very pleased to speak to this bill, which underwent a non-partisan study. All of the members worked on it together for the benefit of survivors of workplace harassment and violence. We have taken a big step forward in that regard. The NDP will support this bill so that it can become a reality.
We are on the cusp of major changes, not only in labour relations, but also in matters of gender equality. Some courageous voices have been raised in every sector against sexist acts, harassment, and assault. We have only to look at the #MeToo movement, which was launched the United States to speak out about assault and, in some cases, about allegations of rape made by actresses. In France, a wave of naming and shaming of abusers started with the hashtag #BalanceTonPorc, which also involved Quebec. In our province, we also remember the hashtag #AgressionNonDénoncée, about unreported rapes, that was launched on social media by the Fédération des femmes du Québec in 2014.
The purpose of these citizen-led movements is not only to change the culture, but also to call on the government and parliamentarians to take action. Bill C-65 emerged from these movements, and I must commend this first step. I urge my colleagues to vote in favour of this bill. Although some aspects are incomplete, it is a starting point to allow federal workers in sectors like transport, banking, or telecommunications to be able to benefit from protection from harassment, sexual harassment, bullying, and violence.
Half of all Canadian women say that they have experienced unwanted sexual pressure. Nearly half of all Canadian women have suffered from some form of sexual harassment at the workplace. For a young woman my age or younger, that figure rises to nearly 66%. We can no longer hide this basic reality in our society. There is no more room for “but”, for “it has always been like that”, or for other such language to deny any progress. A number of female MPs and former MPs have experienced sexist or sexual violence or harassment. Many of our staffers, male and female alike, have suffered this type of violence in our offices, at receptions, or elsewhere on Parliament Hill.
We are now all aware that this problem happens everywhere, no matter our party, our religion, or our philosophy. Bill C-65 lets us take a step forward by putting an end to this outdated form of patriarchal behaviour that affects many women, especially those from cultural communities or those earning minimum wage. 
Other groups, such as rape crisis centres, explain how violence affects mainly women, especially those already experiencing discrimination based on skin colour, disability, sexuality, or mental health issues. Women are also more affected because of gender inequality.
The first version of Bill C-65 did not have a definition. Martine Faille, executive director of Centre D'Main de Femmes, which is located in Salaberry-de-Valleyfield in my riding, explained to my office staff how important the definition is and how unacceptable such actions and attitudes are in the work environment. 
Recently, at the prompting of experts and advocacy groups in committee, an amendment to add a definition to the bill was accepted. It states:
 [H]arassment and violence means any action, conduct or comment, including of a sexual nature, that can reasonably be expected to cause offence, humiliation or other physical or psychological injury or illness to an employee, including any prescribed action, conduct or comment. 
That is a step forward.
Another amendment proposed in committee now allows for a five-year review of the act and its effectiveness. This is an extremely important exercise, because it allows us to verify and ensure that the act is being enforced and to identify any new needs or deficiencies that need to be addressed. However, there is still one problem with the amendment on the five-year review, namely that there is not enough statistical data. 
We need data in order to see the big picture and know where we are going, what is not working, what the best practices are, and what is missing. However, we do not have that data, because even the bill itself contains no requirement for employers to track and log incidents that occur in their workplaces. If employers are not required to track incidents, how will we get a continuous stream of data coming in?
This is a flaw in the bill, and we would like it to be corrected.
Unfortunately, my colleagues across the aisle voted against certain amendments proposed by my colleague from Jonquière, an NDP member who has been working on this bill in committee since the beginning. She also worked on the clause-by-clause study of the report. She proposed 17 amendments, but only 3 amendments were adopted. 
The existing joint health and safety committees, especially in unionized workplaces, are currently authorized to receive and investigate complaints. The interesting thing is that joint committees have become expert resources, because they have been around for decades. They know the culture of the workplace, because their members come from that workplace. Employers are represented, but employees are too. There is also a diversity of experts who can meet the needs of the victim or the person who needs help. They are diverse in terms of age, sex, religion, and culture. This makes it easier for the person to feel at ease and report wrongdoing. That helps ensure that reports stay confidential.
The Liberals decided to exclude joint committees from receiving complaints and conducting investigations. That is a problem. All of the witnesses said that the contribution of these committees needed to be incorporated into the act, but the Liberals decided not to do that. We do not know why because they did not give any explanations.
Joint committees are a functional mechanism for dealing with harassment. As I was saying, joint committees have a lot of experience and a diverse group of investigators. These committees offer a lot of training and do a lot in the way of prevention. The government is saying that we need to change workplace culture, and these committees are part of that. The different points of view of these investigators are necessary in order to better understand the victim's living conditions both at work and outside of work. Finally, these committees will not be able to receive complaints. As I was saying, the government can remedy this situation by implementing regulations that would allow these joint committees to receive complaints. I sincerely hope that the government will do that. If the government really wants to provide all the necessary tools to make victims feel comfortable in a situation where their voices are heard and what they say is kept confidential, it needs to include these mechanisms in the bill. Employees need to have the opportunity to turn to joint committees or have access to other resources. That is a choice that helps victims decide which approach is best for them.
Another flaw I could talk about is the lack of assistance regarding internal policies. Employers should have to develop an internal policy. This should be part of the Canada Labour Code. The Standing Committee on Human Resources, Skills and Social Development and the Status of Persons with Disabilities heard from a number of employers, who asked for assistance and clearer guidelines. Some workers even suggested creating a code of conduct, because the notion of immediate assistance is not clear, nor is it clear how to handle cases and ensure confidentiality of private information. If employers do not know how, an internal policy in the Canada Labour Code would really help employers and employees feel respected.
In conclusion, I want to say that without codes of conduct and without financing, women who do not have the resources to follow up on their complaints could continue to experience harassment and violence.
Karine Gagné, the coordinator of C.A.L.A.C.S. in Salaberry-de-Valleyfield, supports women as they go through their legal processes and psychological recoveries every day.
She and her team helped more than 500 women last year. Victims of harassment and violence know that complaints will, unfortunately, be mismanaged if there is no joint committee or clear internal policy.",New Democratic Party,Salaberry—Suroît,Anne Minh-Thu Quach,Woman
2018-05-07,"Madam Speaker, I thank my colleague for his question. We could certainly do a lot when it comes to prevention in schools. I am a teacher by training, so this is close to my heart. Today, however, we are talking about a government bill aimed at preventing harassment and violence in workplaces, and we want to improve this bill before it becomes law. 
As I said in my speech, if my colleague was listening carefully, at least three major aspects need improvement. We need to strengthen joint health and safety committees, not limit them, so that they can receive and investigate complaints. As for the five-year review of the legislation's effectiveness, we need to make sure that employers are required to register incidents so that up-to-date statics are available. Lastly, we need to ensure that employers' internal policies are integrated into the Canada Labour Code, which is not the case under this bill. We can certainly continue to improve it by doing other things too. There were 17 amendments that were rejected in committee. I believe that this Parliament still has work to do on this bill.",New Democratic Party,Salaberry—Suroît,Anne Minh-Thu Quach,Woman
2018-05-07,"Madam Speaker, that is a very good question. Clear internal policies are crucial to ensuring that people feel safe in healthy workplaces. That is what employers want, and it is what workers and union representatives want, but Bill C-65 is silent on the subject.
There is no clear internal policy to help employers introduce codes of conduct for handling complaints, protecting information, and providing immediate assistance to their employees. They even proposed a code of ethics, which the Liberals rejected. Joint health and safety committees that include people within the organization who know the workplace and its culture and are made up of people of different ages, genders, cultures, and religions would have helped victims feel safe. None of that is in the bill as written.",New Democratic Party,Salaberry—Suroît,Anne Minh-Thu Quach,Woman
2018-05-07,"Madam Speaker, we are at quite a time in our country. I am honoured to be representing Nanaimo—Ladysmith at this time. 
First, we have an unprecedented opportunity for gender equality around the world. At the same time, I would argue that we have an unprecedented awareness of the impact that sexual harassment and workplace violence, and harassment, period, can have on workers and the fact that harassment should never be part of any job. 
I think of my grandfather, John Osler, who was a lawyer for labour when there were not any in Canada, and the recognition of the violence done physically to people in the workplace and the importance of putting in place laws and frameworks to protect workers' physical safety. We now know our responsibility in this day and age is to have the same level of protection for people's workplace environment as it relates to harassment and sexual harassment. Therefore, we cannot pretend we do not know.
I am very aware of the media investigation this weekend about the threats against the life of New Democrat Premier Rachel Notley. I know she is not alone. Women in this House have been profiled as having received sexual harassment and threats of physical violence against them. Harassment is not part of a politician's job, so I am sorry for Rachel Notley.
While watching some of the media this weekend with my mom and dad, they observed that there was a great deal of hand-wringing but very little concrete action. What are we actually going to do? Talking about it or reporting on it is not enough. 
I was reminded of two years ago when the status of women committee, in its 2016 all-party consensus report, made recommendations to the government, to this Parliament, in particular recommendation 18. This is in the context of its study on ending violence against young women and girls, but, inevitably, there was a great deal of testimony that we heard about online harassment and cyberbullying. Young women, like Rehtaeh Parsons and Amanda Todd, were harassed to the point that they took their own lives. There are horrible stories with which no family should ever have to contend. 
When we asked the witnesses for remedies, they said that the previous Conservative government had removed part of the Canadian Human Rights Act, maybe for reasons of freedom of speech, which turned out leaving a very serious hole in our human rights legislation that we needed fixed immediately. Therefore, our recommendation was:
 That the Government of Canada introduce legislation to restore Section 13 of the Canadian Human Rights Act which permitted rights complaints to the federal Canadian Human Rights Commission for the communication of hate messages by telephone or on the Internet. 
However, here it sits two years later. The government received an all-party recommendation to repair the damage the Conservative government did in the Harper era. 
While we are talking about harassment in the workplace and while our attention is focused on the death threats that Premier Notley received, as reported last week, let us remember there are actions that we can take, and I urge that we take them. We need a little less conversation and a little more action.
Bill C-65 is an example of action, which the New Democrats welcome. We welcome anything that makes workplaces freer from harassment and creates a clearer path for employees. For employees on the Hill, there is this strange kind of cone of no-rules land somehow around the Labour Code, especially as it relates to harassment and sexual harassment. Therefore, we are glad to see the bill here. We are also glad that all parties have been able to work together, especially with the labour movement, which has very good advice on this file to try to bring changes to the bill.
We know the need is real. Fifty-three per cent of Canadian women have experienced unwanted sexual pressure. Fifty per cent of Canadian women have experienced some form of sexual harassment in the workplace. Sixty per cent of respondents experienced some form of harassment in the workplace, with nearly half of those from people with authority over them. Therefore, power is a big part of this dynamic. Women who are racialized, queer or indigenous and women living with disabilities all have a much harder time and receive a disproportionate amount of harassment and violence in the workplace. Therefore, the work needs to be done. 
This legislation is mostly procedural. It sets up an investigatory process through which issues of violence or harassment in the workplace could be investigated fully and without prejudice. That is the intention. It follows two similar streams through both Parliament and government-regulated workplaces and industries such as telecommunications, transport, and banks, which is about 8% of the national workforce, as well as the people that work here with us in Ottawa and in our constituency offices to provide us with vital support, as well as federally regulated workers across the country. The rules apply to parliamentarians and everybody.
We are glad to see the bill before the House. However—and there is always a “however”—there are some gaps, and we worked quite hard to try to fill them. I salute my friend to my left, the member for Saskatoon West, who is our former labour critic, and my colleague to my right, the member for Jonquière, both of whom led the charge in committee to try to bring many amendments forward and perfect the bill as much as we could.
Our strong disappointment remains that the joint health and safety committees have basically been removed from the process. These committees have worked for years, and it is a great disappointment that this legislation would remove them from doing their effective work. Every labour ally who came to committee asked for these committees to be returned to their roles. We proposed amendments, but they were not accepted by the Liberal-dominated committee. That continues to be a great disappointment. In the words of CUPE, the union that represents 650,000 workers in this country, limiting the role of the health and safety committees will have “a chilling effect” on workers' willingness to come forward and participate in the process.
The Liberal bill is an employer-driven process. If an employer is harassing an employee or if an employer has failed to create a safe workplace and regulate the other employees, then quite reasonably the person experiencing the harassment may not want to participate fully in a process that is dominated and controlled by his or her employer.
The health and safety committees have doing all kinds of good work in different areas of the Labour Code for all this time. If they had been used, an existing tool would have been used and an impediment to complaints would have been removed. 
CUPE has deep experience in federally regulated industries. It has 650,000 members across the country, many of whom work in rail, ports, communications, and energy, all places that would be protected by this legislation.
We tried to bring forward a number of other amendments. Fortunately, three of them were taken up, including one with respect to the definition of “harassment” in the legislation, which all of our labour allies had called for. Certainly those of us who are employers want to have that clarity. I am glad that our perseverance resulted in that definition being brought in. 
We also had input from the teamsters union, which wanted changes made to the Labour Code. It was pushing the government to clarify that mental health was included as part of this legislation. The Canadian Labour Congress very strongly voiced its concerns about a lack of capacity for labour investigators. PIPSC, the Professional Institute of the Public Service of Canada, was well represented. Workers at the DFO biological station in my riding are members of PIPSC. It is a very strong advocate. It wants to see Bill C-65 guarantee adequate representation for those involved.
In closing, I would like to thank the government for bringing this legislation forward. I would also like to thank Conservative and New Democrat members for being able to advance some of the changes that we wanted to see, but I continue to urge the government to draw on the deep experience of the labour movement, which has been doing this hard work for many years. Let us not leave to regulation what we could transparently include in legislation right now.",New Democratic Party,Nanaimo—Ladysmith,Sheila Malcolmson,Woman
