speechdate,speakeroldname,maintopic,subtopic,speechtext,speakerparty,speakerriding,speakername
2018-10-17,Mr. Mark Gerretsen,Government Orders,Canada Labour Code,"Madam Speaker, I have already answered this question. I could be brief and just say that.
Again, it comes back to the leadership that is displayed on this side of the House. It is about identifying the problems, creating the policies and processes to put them in place, to make sure that all victims are protected through the process they will have to go through, should they have complaints to bring forward.",Liberal,Kingston and the Islands,Mark Gerretsen
2018-10-17,"Hon. Hedy Fry (Vancouver Centre, Lib.)",Government Orders,Canada Labour Code,"Madam Speaker, I am pleased to stand and speak to this particular bill because I think it has been a long time coming in this House. 
We know that staff on the Hill have had no recourse and we know also that parliamentarians have no protocols, recourse or processes with which to address sexual harassment, physical violence, intimidation of any kind and/or just basic workplace safety in the sense of fair play and justice in the workplace. 
Why is that so? Mainly because most employees were afraid to speak up as they were afraid that they would lose their jobs and afraid of further intimidation. We know that these are the real reasons to deal with these issues.
 We also know that there had been nothing in place for parliamentarians to discuss any sexual harassment, physical violence, intimidation or inappropriate behaviour from other parliamentarians. 
Therefore, this is something that this government is trying to set right. We are trying to do this to address the problem not only in the federal public service and in the federal workplace but for parliamentarians, their staff, ministerial exempt staff and the Prime Minister's exempt staff. We will have the whole group covered then, who have never been covered before. 
I guess most Canadians would find this extraordinary that this was not in existence before. However, we know that the reality is that where there is power there is also an abuse of power. That is what we see happening here, whether the power is based on gender, i.e., men in positions of power who tend to intimidate women who are under their jurisdiction or who work for them.
We must also address that while we have talked a lot about women and girls and gender in this particular bill, we need to recognize that this does not only apply to women and girls. We do know that young women, however, are about three times as likely to have these issues of sexual harassment and violence, etc. addressed to them. 
We also know that systemic racism has really been a problem here within this House, within most institutions, and within most places that are federally legislated with people in positions of power.
We know that disabled persons also face this kind of intimidation, harassment and bullying, to use the appropriate term. 
We know that people of different sexual orientations, the LGBTQ, have often been afraid to come out or to let people know of their sexual orientation because they fear bullying and harassment. 
This is an issue that is becoming more and more complex as we look at the problems of the workplace with issues such as the use of social media. Especially as parliamentarians, we know that the use of social media can be very damning to parliamentarians. One can be found guilty even before one has been shown any due process.
This bill will take aspects of two separate bills and the labour code to have a comprehensive way to address this particular problem in its entirety so that we are not looking at sexual harassment only. We would be looking at violence. We would be looking at bullying and we would be looking at intimidation. Under that there are three specific things we are hoping to address. One of them in the labour code is that employers will now be bound to protect their employees from harassment and bullying and from the kind of intimidation and fear of reprisal that we know that employees now feel. 
That is an important part of it that there can be no reprisals, rather that people can come out and speak freely. At the same time, this must be balanced to show that there is a fair and objective way of dealing with complaints when they come through. Of course, I think we have all found in this House that complaints against parliamentarians need to be very careful. When results of investigations occur and we find out that people are not guilty, we are going to be able to say so.
 Having the ability to sully a name, especially a parliamentarian, is really important when we look at how we balance the objectivity of any kind of legislation.
Although parliamentarians are not necessarily employees, per se, they are part of this institution and this institution needs to look at how we deal with parliamentarians as well.
 When we look at preventing this, which is what we are looking at as part of the bill, we are looking at things like how we prevent it, how we make the workplace a safe place and how we make it a place for people to feel free to speak out without fear of retaliation and reprisals. Making it easy for people speak out is one element. The second is to prevent it, which means the creation of a safe workplace and letting everyone know very clearly there are processes in place in which they can feel safe in coming forward.
However, the idea is to also have an objective way to look at it. I know people have been concerned that existing tribunals, etc. may be replaced. I do not think the bill says that. It does not say that they will be replaced. If they exist and are able to do the work and get the full amount of that work done, it would be fine. However, if there was none in existence, they may need to be replaced by one which would be able to deal with the whole issue. This is what we are trying to talk about here. There is no point in having people doing the same thing, as we now see, because the whole issue has been dealt with in two separate regiments. We would then need to bring them together, which may mean rejigging how we do this and who the people are who will look at this.
We need to ensure that at the end of the day there is a clear process, everyone knows what the process is, the process is objective and is carried out by people who have expertise and understanding of some of these issues. As I said before, a lot of people who have different sexual orientations are very afraid of social media outing them or of being moved from their place. Even though the Prime Minister stood in the House and apologized for all the damage done to people in the LGBTQ community who had worked in the armed forces and other areas of government, we still need to guard against it. Everyone in the House knows that it is not just legislation that makes a difference. Legislation has to be backed up by policies and by clear, fair, open and transparent programs.
 The bill also talks about that openness and transparency. It is very important that there is annual reporting on how the bill is going through, how it is being implemented and what the outcomes are. However, it is also important to do this five-year review. At the end of five years, we will have to do exactly what is done in medicine. We need to look back to see if it has worked, if it has achieved its results, if the objectives have been met, or if there are problems, glitches or areas we can tighten or have things fell between the cracks.
As any legislation, it is also very important to have a look back and see if it worked and if it was effective and transparent.
 I have been in the House now for 25 years, which is been a long time. I have seen so many people who have fallen by the wayside because they were afraid and did not want to come out. For me, it is why the issue of LGBTQ was really important. I knew many people who worked in the public service who were very afraid to come out and say what their sexual orientation was because they feared reprisals. Reprisals do not have to be in the form of firing, but can include shunning, how one treats someone, perhaps with a certain amount of psychological manipulation, disdain, making them feel lesser or making them feel they do not belong. We know about that with people with mental disabilities and physical abilities. It could also be that the workplace is not ready, or making room for them or not showing them they are welcome to be part of that workplace. There is a sense that one does not belong and is really out of place. These are some the most important things.
It is important that we will look at policies and programs, which will make it effective, that we will report on it every year and that in five years we would go back and look at if we achieved the results we said we would. That is a simple way of dealing with a long-standing problem.",Liberal,Vancouver Centre,Hedy Fry
2018-10-17,"Ms. Karine Trudel (Jonquière, NDP)",Government Orders,Canada Labour Code,"Madam Speaker, I would like to ask my colleague what she thinks about something.
The committee heard from Teamsters Canada, who made the important and vital suggestion to add just two words, “mental health”; that is one of my amendments.
We talked about this here in the House of Commons on several occasions as it pertains to various subjects, so it might have been a good idea to include those words, at the very least to raise awareness.
I would like my colleague to tell me why the government and Liberal members rejected the amendment to include the words “mental health” in the Canada Labour Code.",New Democratic Party,Jonquière,Karine Trudel
2018-10-17,Hon. Hedy Fry,Government Orders,Canada Labour Code,"Madam Speaker, I think all amendments have been considered and will be considered. Again, with yearly reporting and with a five-year look-back to see how things have worked, there will be the ability to see if the amendment was necessary or if the existing legislation addressed the issue that my hon. colleague discussed. We think it will with all of its pieces. We will be able to look back and see.
 Nobody ever writes legislation or moves it forward and has 100% of it work. This is why we have structures in place to look back to address and report on an annual basis on how things have gone.",Liberal,Vancouver Centre,Hedy Fry
2018-10-17,"Mr. Alupa Clarke (Beauport—Limoilou, CPC)",Government Orders,Canada Labour Code,"Madam Speaker, my colleague who just spoke has been here for a long time, so she has really seen first-hand how things have changed in the House of Commons.
I would like to know if she thinks this bill is part of a long-term evolution that might lead to other legislation that would continue to strengthen the workplace and make it safe.
Does she think this bill will, as we hope, eliminate the slightest possibility of harassment on Parliament Hill? Is she convinced that this bill contains all the necessary measures and provisions to finally keep everyone safe from harassment and discrimination in our workplace here on Parliament Hill?",Conservative,Beauport—Limoilou,Alupa Clarke
2018-10-17,Hon. Hedy Fry,Government Orders,Canada Labour Code,"Madam Speaker, because I have been here for this length of time, I can tell the member that there is no perfect legislation, no perfect policy and no perfect program. We need to look at the issue as broadly as we can, try to address every one of those pieces, go to committee and discuss what we hear, discuss what we think is missing and then eventually do something about it. This bill would do something to address these problems. 
The bottom line is that with an annual reporting mechanism, we will be able to see if indeed we have achieved what we set out to achieve or if there are things we need to tweak. This is important. It is why legislation is not a stagnant thing. It is always evolving as we move forward. We will see whether it works or not. 
Therefore, no, I cannot tell my colleague that this is 100% certain, but I think the intent and the will of everyone in the House is to ensure that this is as good a bill as it can be at this time and follow through to see if it does in fact achieve its goals.",Liberal,Vancouver Centre,Hedy Fry
2018-10-17,Mr. Alupa Clarke,Government Orders,Canada Labour Code,"Madam Speaker, I thank my colleague for her reasoned and reasonable answer, because constantly reviewing legislation describes our constitutional and political role in the House of Commons to a tee. 
That is why it is important for Canadians to understand that nothing is ever perfect and that they must not get too cynical and disillusioned about politics. The fact is that everyone here is always working to improve Canadian society.",Conservative,Beauport—Limoilou,Alupa Clarke
2018-10-17,Hon. Hedy Fry,Government Orders,Canada Labour Code,"Madam Speaker, the ways of harassing or intimidating people evolve. Who would have known 10 years ago that social media would play such a huge role in harassment and intimidation, but it does. Who knows what new tools next year or two years from now people will use to undermine, harass and intimidate each other.
Therefore, this annual report is key. I hope all members of the House will ensure they look at that report and decide whether they think we are where we need to be.",Liberal,Vancouver Centre,Hedy Fry
2018-10-17,The Assistant Deputy Speaker (Mrs. Carol Hughes),Government Orders,Canada Labour Code,"It is my duty pursuant to Standing Order 38 to inform the House that the questions to be raised tonight at the time of adjournment are as follows: the hon. member for Beauport—Côte-de-Beaupré—Île d'Orléans—Charlevoix, Government Spending; the hon. member for Vancouver East, Natural Resources; and the hon. member for Sherwood Park—Fort Saskatchewan, Foreign Affairs.",New Democratic Party,Algoma—Manitoulin—Kapuskasing,Carol Hughes
2018-10-17,"Mr. Alupa Clarke (Beauport—Limoilou, CPC)",Government Orders,Canada Labour Code,"Madam Speaker, I will be sharing my time with my very hon. colleague from Cariboo—Prince George, in northern B.C.
As usual, I want to say hello to the people of Beauport—Limoilou who are watching us live on CPAC. I know that many of them do watch us, because they tell me so when I go door to door. They tell me that they watched me the week before. I want to say hello to all of them.
Today's debate is a very important one, since we are talking about harassment and discrimination in the workplace. Some may be surprised to hear me say this, and I am no expert, but it seems to me that the Canada Labour Code does not apply to employees who work in MPs' offices on Parliament Hill. This means that the code would not apply to me or my employees. This is rather surprising, in 2018.
I want to quickly touch on last week, which I spent in my riding. You will see why. I hosted two economic round tables. The first round table was for the Beauport business network, which I created a year and a half ago. There are some 50 business owners in this network, who get together once a month to talk about business-related issues and priorities in the riding. On Friday morning, I also held a round table called “Conservatives are listening to Quebecers”. This round table was attended by social, community and business stakeholders, among others.
 Yesterday I asked the Minister of Employment, Workforce Development and Labour a question. After all, we are talking about workplaces here, with Bill C-65. I asked her if she was aware that we are in a crisis at the moment, especially in Quebec City, but all over Canada, because of the labour shortage. She made a mockery of it, saying that it was proof that the government has created so many jobs in Canada that businesses can no longer find workers. While that may be true from an objective, Socratic and rational standpoint, she is ignoring a real crisis situation that we are in.
I want to say one last thing before I get to the bill. At the two round tables I hosted, every time I visit businesses in my riding, in all my discussions with constituents and in all the correspondence I receive every day, to which I reply in writing every time, people mention the labour shortage. Some businesses have had to shut down in Beauport—Limoilou and others are scaling back operations, so I think it is very sad and upsetting that the Minister of Employment, Workforce Development and Labour would make a mockery of my question. The people of Quebec City were not happy to see that on Twitter and Facebook.
Today we are talking about an important bill, the act to amend the Canada Labour Code regarding harassment and violence, the Parliamentary Employment and Staff Relations Act and the Budget Implementation Act, 2017, No. 1. It is clear that Conservatives, New Democrats, Liberals and all Canadians in general support the Liberal government's recently introduced bill. That is certainly not something I say every day, but when it is true, it must be acknowledged. With this important bill, even employees on Parliament Hill will benefit from guidelines and protection to keep them safe from sexual harassment, psychological harassment and every kind of discriminatory behaviour in the workplace.
I can say that this affects us all. It could also affect our family, a cousin, a brother or sister and, in my case, it affects my children. My daughter Victoria is four years old and my son Winston is a year and a half. My daughter started kindergarten a few months ago. It is the first time she has attended school. We definitely do not want her to experience discrimination or harassment. It will inevitably happen because good and evil are part of life, and harassment and discrimination will always exist. That is why it is important to have laws that govern, try to control, eliminate or at least reduce this as much as possible in our society.
I would like to tell you that I have directly experienced discrimination and psychological harassment, but not sexual harassment, thank God. When I was in grade six, I moved from New Brunswick to Quebec. I can see my colleague laughing because he knows that I grew up in New Brunswick. I am from Quebec, but I grew up in New Brunswick. I moved to Quebec when I was in grade six. Children can be very brutal because they lack empathy and an understanding of the context in which they find themselves.
Kids are often oblivious to the harm they inflict on others. I got beaten up at recess every day for a year, so this is a subject I am not unfamiliar with. In my case, the situation made me stronger. Unfortunately, in other cases, it has ruined lives. What we want to avoid is situations where harassment and discrimination destroy lives. It is terrible to see a life completely destroyed after such an incident.
I want to reiterate that, setting politics aside and speaking from a human perspective, all members and all Canadians should support this bill. However, that does not mean there is no need to propose certain amendments, which I will discuss shortly.
The bill is meant to strengthen the workplace safety framework on Parliament Hill. When I think of all the young Canadians who work on the Hill, it makes me even more motivated to support this bill. The people working on the Hill are often young Canadians in their twenties who are full of hope, ambition and energy. They love politics, and they love Canada. They are proud to work for a minister, the Prime Minister, a shadow cabinet member or an MP. These young people arrive in Parliament full of energy and enthusiasm.
There is no denying that, throughout our country's history, members and ministers have behaved inappropriately or committed inappropriate acts, including sexual harassment, psychological harassment and discrimination.
Many of the young victims were surely brilliant, highly motivated and ambitious individuals. Perhaps they were even future Liberal, Conservative or NDP prime ministers, although unfortunately for them, that will never happen now. These were young people who were here for the right reasons, who were not cynical. A lot of young people in Canada are saying they have no use for politics, and that is unfortunate. Those young people should read books on Canadian history to understand what we are doing here today. Some young people have had the courage to get over their cynicism and come to this place, only to become victims of sexual or psychological harassment or discrimination. Careers have been destroyed in some cases, along with their hope and love for Canada. I find that appalling and very upsetting.
 This bill sets out to fill a legal void. I would like to remind everyone that Parliament Hill was the only place where Canada Labour Code provisions on harassment and discrimination did not apply. There was a legal void, and it is important to acknowledge that that void played a part in destroying young Canadians who came here full of energy to help build a strong and thriving country on both national and international stages. Everyone wants a workplace that contributes to their quality of life, one where safety is important. Employees perform better in such workplaces. 
 Most of the Conservatives' amendments were accepted. We successfully introduced an amendment to prevent political interference during harassment investigations. The Conservatives played an active role in bringing the bill to this stage. We successfully introduced an amendment to ensure strict timelines for investigations into incidents of harassment. We proposed mandatory sexual harassment training, training that all MPs received. We proposed a mandatory review of the bill after five years because it needs to be reviewed at regular intervals, as my colleague said.
In closing, since this is Small Business Week, I want to say three cheers for business people. I thank the people of Beauport—Limoilou for the work they do every day. I think they are wonderful, and I look forward to seeing them when I go door to door.",Conservative,Beauport—Limoilou,Alupa Clarke
2018-10-17,"Mr. Kevin Lamoureux (Parliamentary Secretary to the Leader of the Government in the House of Commons, Lib.)",Government Orders,Canada Labour Code,"Madam Speaker, I want to take what could be the last opportunity to address the importance and significance of the legislation we have been debating for the last couple of days. I believe it is historic legislation that will provide more harmony in our workforce. We are thinking of victims and the ways in which we can prevent having more victims in the future by passing legislation of this nature. I believe it sends a strong message, and it is so encouraging to see the support of all sides of the House, the Senate and the Canadian population as a whole.
 I wanted to leave that as a comment. The member can add whatever else he might have to say about the legislation.",Liberal,Winnipeg North,Kevin Lamoureux
2018-10-17,Mr. Alupa Clarke,Government Orders,Canada Labour Code,"Madam Speaker, I agree with the member that this is an important piece of legislation. It is the reason that we as a caucus made sure that we could adjust or increase the benefits of the bill by working thoughtfully throughout the process during committee hearings. I believe there will be other committee hearings also, and maybe other witnesses who will continue to adjust the bill to make sure that it corresponds with the needs of the Canadian people and our employees in our Hill offices. It is an important piece of legislation that we should all be proud to support. ",Conservative,Beauport—Limoilou,Alupa Clarke
2018-10-17,"Ms. Karine Trudel (Jonquière, NDP)",Government Orders,Canada Labour Code,"Madam Speaker, I would like to know what my colleague thinks about the amendments that were proposed concerning the definition of harassment and violence in Bill C-65, whether in committee or by the Senate. I myself presented amendments in that regard before the Standing Committee on Human Resources, Skills and Social Development and the Status of Persons with Disabilities, but they were rejected.
I would like to know what my colleague thinks about the Liberals' definition and about the fact that they rejected all the Conservative and NDP amendments. Does he think that the definition presented in Bill C-65 is ambiguous or restrictive?",New Democratic Party,Jonquière,Karine Trudel
2018-10-17,Mr. Alupa Clarke,Government Orders,Canada Labour Code,"Madam Speaker, the member for Jonquière has raised a key issue that I should have raised myself since definitions are very important in legislation, particularly in this case.
We agree that the goal is to enhance the security of employees on Parliament Hill, but we also do not want to create an environment where any employee can destroy the life of a parliamentarian because some things, such as sexual harassment, were poorly defined.
I hope that what my colleague from Jonquière said will be examined in committee. We need to seriously consider properly defining the problem that we want to address. ",Conservative,Beauport—Limoilou,Alupa Clarke
2018-10-17,Ms. Karine Trudel,Government Orders,Canada Labour Code,"Madam Speaker, in committee, a representative from Teamsters told us that we needed to take mental health into account in Bill C-65 and in the Canada Labour Code. The amendment that I proposed related to that request, but it was rejected.
I already asked a question about this in the House, but I would like to know whether my colleague thinks it is important to talk about mental health and to take it into consideration in the Canada Labour Code.",New Democratic Party,Jonquière,Karine Trudel
2018-10-17,Mr. Alupa Clarke,Government Orders,Canada Labour Code,"Madam Speaker, I have no opinion on that right now, but I invite my colleague to continue her work and express her concerns. Perhaps she could have a meeting with our critic on the matter.",Conservative,Beauport—Limoilou,Alupa Clarke
2018-10-17,"Mr. Todd Doherty (Cariboo—Prince George, CPC)",Government Orders,Canada Labour Code,"Madam Speaker, it is an honour to stand in the House any time I get a chance. I have listened to this debate for the full amount of time. The amazing thing about the House is that we can, at times, make jabs at those across the way. We are all here to support and represent those who elected us, but at times there are divides on certain issues. I think we all can agree that the time is up, that things need to change, that we need to be united as we move forward and that there is no place for harassment or violence in the workplace.
There is spirited debate all the time. We are not always going to agree on everything, but in listening to debates, we learn valuable things from other colleagues across political lines. I have to say that this debate has been interesting and illuminating at times. I am not a lawyer and have not had a chance to sit in the committee while this work was being done. I am a father of three amazing girls aged 30, 30 and 28, and my son is 24. 
We should be doing everything in our power for victims of violence and harassment. I am going to repeat what the parliamentary secretary mentioned at one point yesterday during the debate, that we should always be looking through the lens of the victim, and that is really important. In how we comport ourselves in our everyday service to Canadians, we should be looking through the lens of the grassroots, those who elected us.
I am going to focus my time on where I see some failures. The Conservative Party and caucus are supporting this bill as it stands. In reading the notes, there was some great work done at committee. At committee is probably where we do some of our best work. It is an opportunity for us to work with our colleagues across the way out of the limelight, out of the glare of question period. We do great work in committee at times, and by all appearances, it looks like Bill C-65 is the culmination of some great work.
My hon. colleague from Jonquière mentioned mental health being left out. She put an amendment forward about it, for whatever reason. I do not know the reason. Again, I cannot talk about the background to that, because I was not part of the committee. However, every member of the House and the people watching know that I am a tireless champion of mental health. Whether it is first responders, veterans, military, victims of violence or first nation communities, we must do everything as Canadians and as leaders within this beautiful country of ours to make sure that those who come forward are believed so they have the confidence that when they do come forward with an allegation of sexual harassment, sexual assault or violence in the workplace, they will to be believed. We have to build an environment where it is conducive for them to come forward, to be believed, and therefore not to be revictimized time and time again throughout the process. Today that is what I want to talk about.
I am a new member of Parliament and I want to bring the House back to the early days of this session of Parliament when something called “elbowgate”. occurred. I was way down on the far end of the House as a new member of Parliament. It was an interesting situation. I saw the Prime Minister walk across the aisle, angrily shouting swear words, barking orders and then physically grabbing someone, the Conservative whip at the time, who has since, unfortunately, passed away.
A melee took place after that. I was shocked. Days after that, parliamentarians were asked what we thought his intent was. I started to talk about mens rea yesterday, which in a court of law is translated as a guilty mind. Can it be proven beyond a doubt that the perpetrator of that crime had a guilty mind, that he intended to commit that crime?
In my speech the next day following that event, I offered up how that incident impacted me. I said that it was like asking the guy who got caught shoplifting whether he intended to do it. Everybody is sorry when he or she gets caught. I used an example about my brother who was killed in a drinking and driving accident. I said that the person who would get behind the wheel after having a few drinks probably did not intend to hurt, maim or kill somebody when he or she did that, but how would we know?
As a new member of Parliament, I received some interesting comments, such as I was comparing “elbowgate” to drinking and driving, which was not what I was suggesting. I was merely asking how I would know what the Prime Minister intended when he walked across the way. How was I to know what was in his mind. How was I to know if he truly intended to elbow a colleague. We received an apology that day. I do not know whether it was sincere or not, but I took him at his word.
I also brought up yesterday what happened in the previous Parliament, when the prime minister at the time called another member of Parliament a derogatory term. He stood and offered an apology.
Through the summer, we heard allegations of groping. Whether it was eight months, eight days, 18 days or 18 years ago, we can all agree it happened. The Prime Minister had a bunch of different stories along the way. Unbelievably, he offered this, that everyone knew that during certain circumstances men and women would experience such circumstances differently. That was not an admission of guilt. If anything, it was a denial. That is what I am talking about today, that was another re-victimization of the victim. 
It is no different than the #MeToo movement. When those who have been brought forth, the ones who perpetrated the incidents against the women who bravely came forward, they stand before the courts, before the public and say that they thought it was consensual. I have a problem with that. 
As leaders, we must always comport ourselves to a higher standard. Law does not apply willy-nilly to others and those who are in cabinet or those with the highest power can say that it does apply to them. 
This is not an attack. Our hon. colleagues are going to say whatever they want to say, but I offer this. Our Prime Minister, who says he is a feminist, missed an incredible opportunity to stand and apologize, and it would have been done.
Bill C-65 is good legislation. We support the bill. However, we have seen it before, where the Liberals put legislation forward to cover up other transgressions within their cabinet. They tell us this that is what they will do now, but they never apologize for what they did before. Somebody else is always to blame.
This has been a great debate. I have learned many new things from all my colleagues, and I say that with true respect. We can be held to a higher account and I trust that through Bill C-65 all of us will be held to a higher account, regardless of the position.",Conservative,Cariboo—Prince George,Todd Doherty
2018-10-17,"Ms. Karine Trudel (Jonquière, NDP)",Government Orders,Canada Labour Code,"Madam Speaker, as I have said many times, every recognized party in the House has stated their willingness to study Bill C-65 in a non-partisan way. In committee, our three parties worked very hard and very seriously for many hours and we heard from witnesses.
We spent a lot of time talking about training in the workplace, in businesses. Even here in the House of Commons, every member was required to undergo training on harassment, sexual harassment, and bullying.
How does my colleague see Bill C-65 and what could we have done to require businesses to provide training? How could we have helped them have a structure that allows them to have the information they need, but also requires them to provide this training?",New Democratic Party,Jonquière,Karine Trudel
2018-10-17,Mr. Todd Doherty,Government Orders,Canada Labour Code,"Madam Speaker, my hon. colleague has come to this debate in a very respectful way, asking all parties great questions. Whether in the private sector or when I was a coach for a long period of time, we go through harassment training. I believe it should be mandatory. I believe that Bill C-65 has it in there. 
I want to touch on one thing. If people are in the private sector, Bill C-65 does nothing for them. It is for government and only 8% of Canadians are employed by the federal sector. If this were truly going to be a historic piece of legislation, it could have been expanded. The government was hoping that the private sector was going to adopt this. If we truly want to be leaders within our country on this subject, we could have put a little more meat to the bill. However, I applaud those who sat around the table, the committee that worked tirelessly and all parties that came up with this piece of legislation. I look forward to seeing what the Senate comes back with.",Conservative,Cariboo—Prince George,Todd Doherty
2018-10-17,"Mr. Mark Gerretsen (Kingston and the Islands, Lib.)",Government Orders,Canada Labour Code,"Madam Speaker, I know that the Conservatives have spent as much time as possible on this issue trying to attack the Prime Minister specifically rather than address the importance of this piece of legislation. I would like to correct the record of the member in his speech when he questioned the Prime Minister's ability to apologize. In fact, the Prime Minister said, “If I apologized later, then it would be because I sensed that she was not entirely comfortable with the interaction we had.” He did do exactly that, but let us not dwell on that issue. Let us focus on the monumental achievement in Canadian history we are seeing here today with the passage of this legislation in order to properly protect victims. 
I know that the Conservatives believe in this because they have been talking about it. We know they are going to vote for it. Would the member at least not agree that this is a monumental achievement for Canada in terms of moving forward the issue of gender-based violence?",Liberal,Kingston and the Islands,Mark Gerretsen
2018-10-17,Mr. Todd Doherty,Government Orders,Canada Labour Code,"Madam Speaker, I asked my hon. colleagues across the way, not once but about 12 times, whether they agreed with the Prime Minister in that he felt that with males and females, victims of violence depending on the situation, might experience that situation differently. Similarly, the Prime Minister said, “I'll be blunt,"" that males and females may experience the very same experience differently.
I asked every one of the members when I was in the House, if, in his or her opinion, victims of harassment and violence could experience such violations differently from their perpetrators. Not one member answered that question truthfully. With that, I will cede the floor.",Conservative,Cariboo—Prince George,Todd Doherty
2018-10-17,"Mrs. Kelly Block (Carlton Trail—Eagle Creek, CPC)",Government Orders,Canada Labour Code,"Madam Speaker, I welcome the opportunity to rise today to speak to the motion by the government in response to the Senate's amendments to Bill C-65.
I am pleased to see that the government took a judicious view of the amendments, accepting those that strengthened the bill in combatting harassment and violence in federally regulated workplaces, while respectfully declining those that would have caused the bill to be imbalanced or that could be better dealt with through regulations. The government's thoughtful review of the amendments proposed by the other place have ensured that I will be supporting its response.
Recently, I spoke out here in the chamber against violence in our political discourse, stating that it had no place in Canadian society. I feel just as strongly about violence and harassment in our workplaces. They have no place in Canadian society or within Parliament. We have been working in recent years to move toward addressing these issues with the gravity they deserve. 
The Conservative Party has a long and proud tradition of standing up for the rights of victims of crime. Our previous Conservative government passed the Canadian Victims Bill of Rights, ensuring that the most vulnerable Canadians could still receive justice. I am happy to see that Bill C-65 follows along that same path set by the previous government, proposing legislation that seeks to prevent incidents of harassment and violence and ensure additional protections for parliamentary staff. 
In some ways, this proposed act would continue the work that I and other members of Parliament undertook in the previous parliament through the all-party subcommittee on a code of conduct for members. In that subcommittee, we struggled with the balance between parliamentary privilege and responsibility, between holding to account and respecting privacy, and between the rights of the accuser and the rights of the accused. Due to my time on that subcommittee, I understand the complexity of these questions. 
For most workplaces, these issues are difficult enough. Clearly, Parliament is far from a typical workplace. Our workplace is unique. As such, it can be ripe for abuse, and for far too long, victims of harassment and violence have felt that they had no recourse. The bill before us seeks to rectify this problem and would provide legal recourse and protection to MPs' staff as well as to other victims.
Recent events have made it clear that a rigorous process needs to be in place to ensure that all are treated equally. Our democratic system of laws demands that justice be blindly executed and that all face consequences for their actions, whether that person be the pauper or the prince. Is this currently the case? If I may make an observation about the party across the floor, it does not appear to be.
I fear that the Liberal Party has become the party of virtue signalling. The Liberals will readily say the right words, or more often, the words that sound nice in theory but fail in reality. Their actions do not match their platitudes. They are willing to create a rule and to then apply it unequally, as the need may be. At times, they have gone so far as to ignore their own rules, as was a recent case with the Prime Minister. In that case, there was one set of rules for the members of his caucus when it came to accusations of harassment and another for him. That is far from fair, far from feminist and far from just.
I know that I am not alone in wanting better from those in power. It is for this reason that I welcome the clarity Bill C-65 would bring to this process. No one, no matter who they are, should ever escape the consequences of their actions because of the title they bear. 
Bill C-65 would ensure that every victim would be given due process and that the rights of the accused would be protected. Canadians want a fair process free from interference, free of innuendo and blind to power. I am happy to see that all parties worked together to ensure that this would be the case by amending the bill in committee. 
Prior to the amendments, as my colleague, the member for Lethbridge, pointed out in her remarks at second reading, the bill granted a great deal of power to the Minister of Employment, Workforce Development and Labour. Those powers included the ability to choose when and if to begin an investigation. 
We could see that this was an issue. Not only must investigations be free from political interference, they must be free from the appearance of political interference. Canadians must be completely confident that justice is served to all, or our justice system, as a whole, loses legitimacy.
Other powers originally granted to the minister included the power to subpoena personal and professional material in the offices of any member of Parliament under investigation. This could have included confidential political documents regarding internal party policy discussions. It is not hard to see how these powers could be misused.
 We can all agree that allegations of harassment are sensitive and require the confidence of all participants in the process. Both accuser and accused must believe that the highest priority of the investigation is to find the truth. 
The placement of so much power over an investigation in the hands of a political operative weakened the bill greatly. The victim's voice would be drowned out in political debates. I am pleased to see that the committee worked together to address this very serious concern. The power would no longer be in the hands of the minister but would be in the hands of the deputy minister, a non-partisan civil servant. I believe that this change would ensure the integrity of not only the investigation process but of our political process as well. 
The bill would apply not only to Parliament Hill but to all federally regulated workplaces. I am pleased to see that the government accepted an amendment from the other place that would ensure that the person to whom complaints would be made would be required to have proper training, knowledge and experience in dealing with harassment. The amendment would give additional strength to the enforcement of the bill, as every federal employee would have an expert to turn to when faced with violence or harassment. 
Much of the conversation around this act has focused on the after-effects of harassment and violence, or the allegations thereof. However, I am also pleased to see that an amendment was accepted during the committee stage to add mandatory sexual harassment training. The enactment of this training moves beyond reactive responses to harassment and instead seeks to prevent harassment from taking place in the first place. 
I would once again like to congratulate my colleagues in this place and the other place for all the work they have done to ensure that Bill C-65 would be able to combat workplace violence and harassment effectively. I will be supporting the government's response to the amendments, and I look forward to seeing this bill become law.",Conservative,Carlton Trail—Eagle Creek,Kelly Block
2018-10-17,"Mr. Mark Gerretsen (Kingston and the Islands, Lib.)",Government Orders,Canada Labour Code,"Madam Speaker, I am delighted to hear the comments from the other side about their support of the bill. 
Back in the 80s, my mother worked at Kingston Interval House, in the Kingston area. It is a place where women who are abused can go and seek the assistance and resources they require. I know that this legislation is going to improve upon and strengthen organizations like that. I wonder if the member opposite has similar stories of places she knows that will be given the resources they need to fulfill what we are all trying to accomplish here. ",Liberal,Kingston and the Islands,Mark Gerretsen
2018-10-17,Mrs. Kelly Block,Government Orders,Canada Labour Code,"Madam Speaker, we too have organizations within our province, within my riding, that seek to address issues of the violence women experience. 
Both this place and the other place have worked together to create a bill that would address this issue with the degree of seriousness it deserves. I believe it will provide confidence to Canadians at large. ",Conservative,Carlton Trail—Eagle Creek,Kelly Block
